StudentID,attendance
STD-0114,40.7
STD-0115,49.7
STD-0116,51.6
STD-0117,71.1
STD-0118,67.4
STD-0119,47.5
STD-0120,46.5
STD-0121,64.3
STD-0122,57.0
STD-0123,63.4
STD-0124,61.7
STD-0125,73.3
STD-0126,69.1
STD-0127,52.3
STD-0128,60.1
STD-0129,74.4
STD-0130,95.5
STD-0131,90.8
STD-0132,51.1
STD-0133,66.2
STD-0134,78.0
STD-0135,83.9
STD-0136,91.8
STD-0137,58.8
STD-0138,85.9
STD-0139,40.8
STD-0140,53.1
STD-0141,61.5
STD-0142,66.9
STD-0143,92.0
STD-0144,45.2
STD-0145,63.2
STD-0146,76.9
STD-0147,73.6
STD-0148,76.4
STD-0149,78.2
STD-0150,84.3
STD-0151,60.9
STD-0152,56.1
STD-0153,77.7
STD-0154,78.2
STD-0155,72.1
STD-0156,86.4
STD-0157,88.8
STD-0158,45.3
STD-0159,66.9
STD-0160,54.5
STD-0161,46.5
STD-0162,53.1
STD-0163,71.9
STD-0164,63.4
STD-0165,69.7
STD-0166,99.3
STD-0167,75.2
STD-0168,60.8
STD-0169,46.4
STD-0170,93.1
STD-0171,41.9
STD-0172,47.7
STD-0173,61.6
STD-0174,55.1
STD-0175,61.7
STD-0176,96.2
STD-0177,61.8
STD-0178,92.5
STD-0179,92.5
STD-0180,99.7
STD-0181,73.5
STD-0182,80.3
STD-0183,85.6
STD-0184,50.7
STD-0185,50.0
STD-0186,45.0
STD-0187,48.7
STD-0188,78.7
STD-0189,44.0
STD-0190,45.4
STD-0191,43.4
STD-0192,98.7
STD-0193,93.0
STD-0194,53.4
STD-0195,84.9
STD-0196,56.3
STD-0197,99.8
STD-0198,67.1
STD-0199,40.7
STD-0200,69.1
STD-0201,96.7
STD-0202,81.5
STD-0203,55.4
STD-0204,46.8
STD-0205,88.8
STD-0206,58.6
STD-0207,84.0
STD-0208,40.5
STD-0209,67.3
STD-0210,52.3
STD-0211,54.3
STD-0212,87.7
STD-0213,85.5
STD-0214,90.1
STD-0215,86.3
STD-0216,45.1
STD-0217,69.4
STD-0218,97.6
STD-0219,77.4
STD-0220,93.2
STD-0221,59.3
STD-0222,89.0
STD-0223,42.7
STD-0224,85.5
STD-0225,93.7
STD-0226,71.9
STD-0227,41.3
STD-0228,94.8
STD-0229,47.1
STD-0230,45.3
STD-0231,47.9
STD-0232,86.6
STD-0233,97.6
STD-0234,71.8
STD-0235,48.8
STD-0236,77.2
STD-0237,49.8
STD-0238,86.6
STD-0239,94.9
STD-0240,75.6
STD-0241,74.8
STD-0242,92.4
STD-0243,48.6
STD-0244,82.2
STD-0245,64.4
STD-0246,85.2
STD-0247,98.7
STD-0248,69.5
STD-0249,47.6
STD-0250,41.3
STD-0251,98.2
STD-0252,82.7
STD-0253,84.0
STD-0254,98.5
STD-0255,71.1
STD-0256,60.6
STD-0257,94.6
STD-0258,62.0
STD-0259,72.9
STD-0260,88.8
STD-0261,64.2
STD-0262,46.6
STD-0263,90.7
STD-0264,64.7
STD-0265,95.3
STD-0266,96.4
STD-0267,81.4
STD-0268,77.7
STD-0269,91.3
STD-0270,49.9
STD-0271,42.8
STD-0272,77.2
STD-0273,88.3
STD-0274,99.8
STD-0275,79.8
STD-0276,66.2
STD-0277,66.4
STD-0278,56.8
STD-0279,52.4
STD-0280,70.6
STD-0281,99.4
STD-0282,87.2
STD-0283,99.3
STD-0284,56.7
STD-0285,89.8
STD-0286,81.6
STD-0287,45.0
STD-0288,72.4
STD-0289,88.3
STD-0290,65.7
STD-0291,79.5
STD-0292,95.4
STD-0293,96.6
STD-0294,84.3
STD-0295,82.0
STD-0296,72.0
STD-0297,83.9
STD-0298,55.5
STD-0299,75.1
STD-0300,43.8
STD-0301,49.6
STD-0302,41.7
STD-0303,78.6
STD-0304,51.2
STD-0305,78.6
STD-0306,85.0
STD-0307,69.9
STD-0308,65.3
STD-0309,89.3
STD-0310,87.9
STD-0311,97.5
STD-0312,58.1
STD-0313,92.5
STD-0314,88.6
STD-0315,75.6
STD-0316,90.5
STD-0317,83.8
STD-0318,87.2
STD-0319,42.5
STD-0320,89.4
STD-0321,60.5
STD-0322,82.1
STD-0323,47.3
STD-0324,91.8
STD-0325,98.0
STD-0326,88.7
STD-0327,77.6
STD-0328,48.4
STD-0329,47.8
STD-0330,66.8
STD-0331,93.8
STD-0332,82.8
STD-0333,44.9
STD-0334,45.8
STD-0335,40.5
STD-0336,67.1
STD-0337,62.4
STD-0338,92.0
STD-0339,82.7
STD-0340,76.9
STD-0341,78.3
STD-0342,76.2
STD-0343,70.8
STD-0344,65.2
STD-0345,96.1
STD-0346,71.1
STD-0347,76.8
STD-0348,96.3
STD-0349,65.7
STD-0350,89.3
STD-0351,99.5
STD-0352,79.6
STD-0353,89.7
STD-0354,62.7
STD-0355,74.0
STD-0356,92.9
STD-0357,44.0
STD-0358,51.2
STD-0359,46.1
STD-0360,66.6
STD-0361,87.4
STD-0362,51.5
STD-0363,58.9
STD-0364,42.0
STD-0365,46.9
STD-0366,64.5
STD-0367,79.3
STD-0368,76.9
STD-0369,47.0
STD-0370,90.0
STD-0371,59.7
STD-0372,51.8
STD-0373,43.3
STD-0374,52.4
STD-0375,40.9
STD-0376,98.7
STD-0377,98.6
STD-0378,69.7
STD-0379,53.4
STD-0380,63.9
STD-0381,68.1
STD-0382,56.4
STD-0383,96.2
STD-0384,74.5
STD-0385,57.6
STD-0386,41.3
STD-0387,46.4
STD-0388,51.7
STD-0389,43.1
STD-0390,89.2
STD-0391,47.3
STD-0392,87.0
STD-0393,51.7
STD-0394,89.3
STD-0395,66.7
STD-0396,59.5
STD-0397,81.5
STD-0398,67.9
STD-0399,83.7
STD-0400,75.4
STD-0401,89.9
STD-0402,78.9
STD-0403,60.9
STD-0404,71.2
STD-0405,75.4
STD-0406,99.5
STD-0407,76.3
STD-0408,96.3
STD-0409,56.2
STD-0410,54.7
STD-0411,82.8
STD-0412,62.4
STD-0413,58.4
STD-0414,83.3
STD-0415,86.5
STD-0416,44.9
STD-0417,84.4
STD-0418,45.1
STD-0419,54.1
STD-0420,83.8
STD-0421,56.7
STD-0422,81.2
STD-0423,75.1
STD-0424,99.4
STD-0425,68.8
STD-0426,92.1
STD-0427,79.8
STD-0428,96.6
STD-0429,58.8
STD-0430,77.2
STD-0431,99.2
STD-0432,42.5
STD-0433,57.7
STD-0434,51.4
STD-0435,86.1
STD-0436,67.0
STD-0437,95.8
STD-0438,68.3
STD-0439,61.1
STD-0440,98.0
STD-0441,42.3
STD-0442,77.0
STD-0443,51.8
STD-0444,68.5
STD-0445,82.3
STD-0446,65.4
STD-0447,51.5
STD-0448,48.2
STD-0449,42.9
STD-0450,99.1
STD-0451,59.8
STD-0452,88.9
STD-0453,54.5
STD-0454,55.1
STD-0455,77.1
STD-0456,87.2
STD-0457,50.7
STD-0458,91.1
STD-0459,79.9
STD-0460,65.5
STD-0461,45.6
STD-0462,91.7
STD-0463,79.0
STD-0464,91.4
STD-0465,51.0
STD-0466,43.3
STD-0467,71.2
STD-0468,96.5
STD-0469,95.7
STD-0470,72.5
STD-0471,77.5
STD-0472,67.9
STD-0473,61.1
STD-0474,81.2
STD-0475,74.5
STD-0476,45.8
STD-0477,64.2
STD-0478,81.5
STD-0479,62.4
STD-0480,77.8
STD-0481,91.9
STD-0482,54.0
STD-0483,98.2
STD-0484,82.9
STD-0485,79.1
STD-0486,69.2
STD-0487,72.3
STD-0488,75.4
STD-0489,60.6
STD-0490,69.2
STD-0491,84.6
STD-0492,40.4
STD-0493,50.4
STD-0494,94.0
STD-0495,56.2
STD-0496,45.0
STD-0497,72.9
STD-0498,90.2
STD-0499,81.1
STD-0500,96.8
STD-0501,91.7
STD-0502,74.1
STD-0503,92.5
STD-0504,65.4
STD-0505,66.0
STD-0506,67.2
STD-0507,71.1
STD-0508,63.4
STD-0509,45.8
STD-0510,79.1
STD-0511,62.6
STD-0512,95.4
STD-0513,98.4
STD-0514,41.7
STD-0515,98.4
STD-0516,72.9
STD-0517,89.9
STD-0518,92.4
STD-0519,60.5
STD-0520,85.0
STD-0521,98.1
STD-0522,58.4
STD-0523,66.4
STD-0524,42.3
STD-0525,76.3
STD-0526,98.6
STD-0527,66.0
STD-0528,96.9
STD-0529,71.6
STD-0530,62.0
STD-0531,59.9
STD-0532,48.2
STD-0533,65.3
STD-0534,50.9
STD-0535,61.8
STD-0536,58.1
STD-0537,87.6
STD-0538,92.8
STD-0539,65.2
STD-0540,90.0
STD-0541,44.9
STD-0542,86.8
STD-0543,61.2
STD-0544,41.3
STD-0545,49.2
STD-0546,90.5
STD-0547,45.9
STD-0548,88.8
STD-0549,84.0
STD-0550,99.5
STD-0551,53.5
STD-0552,56.5
STD-0553,94.0
STD-0554,55.2
STD-0555,85.2
STD-0556,45.9
STD-0557,73.3
STD-0558,47.7
STD-0559,85.9
STD-0560,65.1
STD-0561,74.2
STD-0562,58.7
STD-0563,59.0
STD-0564,90.1
STD-0565,47.6
STD-0566,98.9
STD-0567,100.0
STD-0568,71.2
STD-0569,85.4
STD-0570,70.0
STD-0571,66.4
STD-0572,42.7
STD-0573,71.5
STD-0574,44.5
STD-0575,77.4
STD-0576,81.4
STD-0577,53.3
STD-0578,95.4
STD-0579,78.9
STD-0580,82.1
STD-0581,56.2
STD-0582,40.5
STD-0583,91.7
STD-0584,81.6
STD-0585,58.0
STD-0586,71.8
STD-0587,52.9
STD-0588,78.4
STD-0589,78.6
STD-0590,100.0
STD-0591,44.1
STD-0592,96.2
STD-0593,68.4
STD-0594,88.3
STD-0595,87.4
STD-0596,70.2
STD-0597,89.0
STD-0598,50.9
STD-0599,42.1
STD-0600,79.1
STD-0601,56.7
STD-0602,52.5
STD-0603,76.8
STD-0604,62.6
STD-0605,79.8
STD-0606,65.5
STD-0607,82.4
STD-0608,60.3
STD-0609,77.0
STD-0610,41.2
STD-0611,69.2
STD-0612,73.9
STD-0613,79.2
STD-0614,53.0
STD-0615,69.6
STD-0616,60.0
STD-0617,76.5
STD-0618,41.0
STD-0619,89.8
STD-0620,66.8
STD-0621,49.0
STD-0622,41.0
STD-0623,63.2
STD-0624,80.7
STD-0625,99.5
STD-0626,43.9
STD-0627,57.2
STD-0628,79.6
STD-0629,91.9
STD-0630,87.0
STD-0631,80.2
STD-0632,99.9
STD-0633,63.9
STD-0634,40.5
STD-0635,58.6
STD-0636,63.8
STD-0637,63.2
STD-0638,87.6
STD-0639,44.5
STD-0640,42.7
STD-0641,83.2
STD-0642,60.7
STD-0643,82.8
STD-0644,74.0
STD-0645,50.0
STD-0646,72.8
STD-0647,95.9
STD-0648,46.9
STD-0649,78.0
STD-0650,40.6
STD-0651,69.7
STD-0652,95.9
STD-0653,92.5
STD-0654,82.5
STD-0655,75.8
STD-0656,71.6
STD-0657,71.0
STD-0658,94.2
STD-0659,49.2
STD-0660,66.6
STD-0661,93.7
STD-0662,82.1
STD-0663,91.7
STD-0664,99.1
STD-0665,90.3
STD-0666,62.9
STD-0667,47.6
STD-0668,74.4
STD-0669,93.8
STD-0670,72.4
STD-0671,54.8
STD-0672,41.6
STD-0673,41.7
STD-0674,41.2
STD-0675,86.6
STD-0676,82.3
STD-0677,86.8
STD-0678,83.0
STD-0679,53.1
STD-0680,65.7
STD-0681,67.0
STD-0682,81.7
STD-0683,63.3
STD-0684,52.5
STD-0685,90.7
STD-0686,77.9
STD-0687,73.8
STD-0688,46.3
STD-0689,52.5
STD-0690,89.2
STD-0691,92.3
STD-0692,48.4
STD-0693,76.5
STD-0694,90.0
STD-0695,80.8
STD-0696,74.8
STD-0697,95.6
STD-0698,92.6
STD-0699,52.6
STD-0700,74.2
STD-0701,68.7
STD-0702,68.4
STD-0703,49.9
STD-0704,57.0
STD-0705,54.2
STD-0706,50.8
STD-0707,79.8
STD-0708,52.8
STD-0709,61.9
STD-0710,60.2
STD-0711,61.2
STD-0712,50.1
STD-0713,66.2
STD-0714,72.7
STD-0715,90.6
STD-0716,81.4
STD-0717,56.2
STD-0718,54.1
STD-0719,54.6
STD-0720,75.0
STD-0721,42.6
STD-0722,98.4
STD-0723,82.3
STD-0724,64.0
STD-0725,41.0
STD-0726,40.4
STD-0727,86.1
STD-0728,74.5
STD-0729,89.4
STD-0730,56.4
STD-0731,48.0
STD-0732,93.9
STD-0733,54.9
STD-0734,68.6
STD-0735,43.4
STD-0736,43.6
STD-0737,74.1
STD-0738,50.0
STD-0739,74.1
STD-0740,50.5
STD-0741,75.7
STD-0742,91.2
STD-0743,77.1
STD-0744,99.6
STD-0745,41.3
STD-0746,75.4
STD-0747,72.3
STD-0748,80.4
STD-0749,94.3
STD-0750,51.6
STD-0751,74.6
STD-0752,67.1
STD-0753,56.6
STD-0754,55.4
STD-0755,64.1
STD-0756,65.0
STD-0757,66.2
STD-0758,90.9
STD-0759,52.6
STD-0760,68.6
STD-0761,92.5
STD-0762,64.0
STD-0763,65.9
STD-0764,54.9
STD-0765,72.2
STD-0766,68.2
STD-0767,84.2
STD-0768,63.3
STD-0769,77.7
STD-0770,42.4
STD-0771,40.2
STD-0772,89.8
STD-0773,91.6
STD-0774,88.2
STD-0775,67.7
STD-0776,53.7
STD-0777,66.0
STD-0778,41.9
STD-0779,47.5
STD-0780,89.6
STD-0781,76.2
STD-0782,90.0
STD-0783,61.9
STD-0784,69.8
STD-0785,58.3
STD-0786,44.0
STD-0787,45.0
STD-0788,78.4
STD-0789,49.3
STD-0790,69.2
STD-0791,66.3
STD-0792,64.5
STD-0793,82.5
STD-0794,46.7
STD-0795,41.6
STD-0796,49.1
STD-0797,51.4
STD-0798,71.5
STD-0799,46.7
STD-0800,42.3
STD-0801,90.7
STD-0802,60.6
STD-0803,70.5
STD-0804,82.0
STD-0805,58.1
STD-0806,70.8
STD-0807,61.5
STD-0808,65.2
STD-0809,43.7
STD-0810,64.9
STD-0811,60.2
STD-0812,81.5
STD-0813,59.1
STD-0814,42.8
STD-0815,74.1
STD-0816,99.4
STD-0817,83.1
STD-0818,42.5
STD-0819,64.6
STD-0820,58.2
STD-0821,41.4
STD-0822,44.7
STD-0823,47.7
STD-0824,90.8
STD-0825,50.3
STD-0826,41.4
STD-0827,66.6
STD-0828,92.5
STD-0829,93.4
STD-0830,97.7
STD-0831,58.4
STD-0832,89.9
STD-0833,43.6
STD-0834,42.6
STD-0835,87.9
STD-0836,40.4
STD-0837,64.5
STD-0838,76.3
STD-0839,45.5
STD-0840,76.1
STD-0841,85.4
STD-0842,66.7
STD-0843,71.0
STD-0844,82.9
STD-0845,70.5
STD-0846,49.1
STD-0847,85.3
STD-0848,52.7
STD-0849,52.9
STD-0850,79.9
STD-0851,58.1
STD-0852,80.6
STD-0853,51.7
STD-0854,56.1
STD-0855,50.4
STD-0856,90.8
STD-0857,89.1
STD-0858,75.7
STD-0859,55.7
STD-0860,61.7
STD-0861,99.4
STD-0862,58.9
STD-0863,48.6
STD-0864,79.8
STD-0865,72.2
STD-0866,41.4
STD-0867,77.0
STD-0868,47.8
STD-0869,43.8
STD-0870,88.6
STD-0871,57.9
STD-0872,63.1
STD-0873,79.5
STD-0874,69.5
STD-0875,87.3
STD-0876,97.2
STD-0877,49.6
STD-0878,63.9
STD-0879,90.2
STD-0880,66.1
STD-0881,75.1
STD-0882,47.5
STD-0883,85.8
STD-0884,95.7
STD-0885,94.5
STD-0886,44.7
STD-0887,73.2
STD-0888,54.4
STD-0889,65.9
STD-0890,85.5
STD-0891,73.9
STD-0892,91.4
STD-0893,63.7
STD-0894,99.5
STD-0895,43.4
STD-0896,43.4
STD-0897,60.0
STD-0898,59.9
STD-0899,46.2
STD-0900,55.7
STD-0901,41.4
STD-0902,55.7
STD-0903,45.3
STD-0904,69.3
STD-0905,44.5
STD-0906,63.6
STD-0907,98.4
STD-0908,96.6
STD-0909,81.8
STD-0910,60.7
STD-0911,57.3
STD-0912,70.9
STD-0913,49.3
STD-0914,58.2
STD-0915,81.5
STD-0916,79.9
STD-0917,70.7
STD-0918,64.0
STD-0919,66.8
STD-0920,95.4
STD-0921,89.2
STD-0922,52.6
STD-0923,73.3
STD-0924,57.1
STD-0925,60.3
STD-0926,46.0
STD-0927,55.8
STD-0928,98.8
STD-0929,65.7
STD-0930,77.7
STD-0931,75.5
STD-0932,87.9
STD-0933,69.6
STD-0934,96.0
STD-0935,42.6
STD-0936,71.3
STD-0937,64.5
STD-0938,78.6
STD-0939,63.2
STD-0940,52.9
STD-0941,67.4
STD-0942,94.7
STD-0943,51.9
STD-0944,75.3
STD-0945,69.2
STD-0946,75.6
STD-0947,41.1
STD-0948,56.3
STD-0949,49.2
STD-0950,82.0
STD-0951,95.8
STD-0952,95.7
STD-0953,60.0
STD-0954,88.0
STD-0955,44.6
STD-0956,43.2
STD-0957,41.2
STD-0958,86.2
STD-0959,57.6
STD-0960,48.1
STD-0961,84.1
STD-0962,67.5
STD-0963,45.7
STD-0964,46.3
STD-0965,89.6
STD-0966,71.5
STD-0967,68.9
STD-0968,59.4
STD-0969,83.7
STD-0970,97.1
STD-0971,42.0
STD-0972,85.5
STD-0973,74.0
STD-0974,81.7
STD-0975,48.7
STD-0976,89.2
STD-0977,99.5
STD-0978,72.7
STD-0979,43.0
STD-0980,44.0
STD-0981,83.9
STD-0982,76.1
STD-0983,81.7
STD-0984,51.8
STD-0985,66.6
STD-0986,65.6
STD-0987,40.3
STD-0988,69.0
STD-0989,43.4
STD-0990,47.3
STD-0991,46.2
STD-0992,88.9
STD-0993,84.0
STD-0994,81.1
STD-0995,94.0
STD-0996,86.1
STD-0997,72.4
STD-0998,40.3
STD-0999,78.4
STD-1000,56.3
