StudentID,marks,attempts
STD-0149,67.62,2
STD-0150,65.72,3
STD-0151,74.37,1
STD-0152,84.88,2
STD-0153,89.79,1
STD-0154,96.25,2
STD-0155,51.46,3
STD-0156,62.65,2
STD-0157,96.49,3
STD-0158,48.28,1
STD-0159,55.58,3
STD-0160,80.61,3
STD-0161,53.27,1
STD-0162,81.5,3
STD-0163,88.46,2
STD-0164,98.23,1
STD-0165,40.39,2
STD-0166,72.22,1
STD-0167,78.12,2
STD-0168,50.95,1
STD-0169,62.24,3
STD-0170,95.92,2
STD-0171,64.24,2
STD-0172,47.63,2
STD-0173,47.0,2
STD-0174,82.63,1
STD-0175,73.33,3
STD-0176,52.27,2
STD-0177,46.54,1
STD-0178,45.16,1
STD-0179,80.43,2
STD-0180,41.77,1
STD-0181,92.04,3
STD-0182,43.43,1
STD-0183,80.53,2
STD-0184,89.37,3
STD-0185,92.27,1
STD-0186,89.11,3
STD-0187,53.89,2
STD-0188,95.59,2
STD-0189,58.23,2
STD-0190,74.39,2
STD-0191,72.45,3
STD-0192,56.18,1
STD-0193,54.42,2
STD-0194,60.83,3
STD-0195,70.16,1
STD-0196,69.27,1
STD-0197,85.84,2
STD-0198,88.18,3
STD-0199,53.24,1
STD-0200,52.9,2
STD-0201,72.88,2
STD-0202,62.83,2
STD-0203,78.0,1
STD-0204,40.84,3
STD-0205,65.95,3
STD-0206,89.66,2
STD-0207,76.71,1
STD-0208,82.32,1
STD-0209,97.09,1
STD-0210,99.32,2
STD-0211,47.7,3
STD-0212,94.52,1
STD-0213,89.85,3
STD-0214,49.53,2
STD-0215,43.18,3
STD-0216,40.73,1
STD-0217,73.8,1
STD-0218,72.06,3
STD-0219,66.81,1
STD-0220,66.24,3
STD-0221,46.78,3
STD-0222,43.06,2
STD-0223,56.13,2
STD-0224,45.52,1
STD-0225,93.5,1
STD-0226,83.91,1
STD-0227,90.26,1
STD-0228,99.83,3
STD-0229,87.2,1
STD-0230,42.34,2
STD-0231,52.82,1
STD-0232,98.3,2
STD-0233,99.54,1
STD-0234,55.13,2
STD-0235,98.16,3
STD-0236,54.4,1
STD-0237,97.57,2
STD-0238,68.17,1
STD-0239,91.2,1
STD-0240,82.87,3
STD-0241,80.04,3
STD-0242,52.48,1
STD-0243,54.28,3
STD-0244,97.22,1
STD-0245,44.55,3
STD-0246,96.27,2
STD-0247,58.38,3
STD-0248,55.98,3
STD-0249,98.28,2
STD-0250,53.27,3
STD-0251,81.06,3
STD-0252,48.25,1
STD-0253,70.72,3
STD-0254,87.44,2
STD-0255,99.5,1
STD-0256,74.41,2
STD-0257,53.2,3
STD-0258,46.18,2
STD-0259,57.93,3
STD-0260,59.77,1
STD-0261,40.43,2
STD-0262,41.63,3
STD-0263,42.68,2
STD-0264,60.19,1
STD-0265,75.26,1
STD-0266,47.74,1
STD-0267,69.88,1
STD-0268,72.12,3
STD-0269,43.41,1
STD-0270,76.18,1
STD-0271,64.04,2
STD-0272,84.53,2
STD-0273,79.81,2
STD-0274,57.88,3
STD-0275,73.17,2
STD-0276,49.65,1
STD-0277,80.05,3
STD-0278,66.82,1
STD-0279,64.21,1
STD-0280,85.86,3
STD-0281,76.34,1
STD-0282,49.42,1
STD-0283,68.27,1
STD-0284,44.64,3
STD-0285,84.46,1
STD-0286,63.64,2
STD-0287,91.12,1
STD-0288,55.19,2
STD-0289,55.26,3
STD-0290,84.12,3
STD-0291,58.26,2
STD-0292,94.29,2
STD-0293,96.52,2
STD-0294,83.38,2
STD-0295,93.37,2
STD-0296,78.08,1
STD-0297,82.55,1
STD-0298,60.05,3
STD-0299,75.9,3
STD-0300,71.74,3
STD-0301,40.19,1
STD-0302,72.97,1
STD-0303,90.13,2
STD-0304,83.64,3
STD-0305,57.45,3
STD-0306,88.85,2
STD-0307,93.28,2
STD-0308,82.08,2
STD-0309,72.03,3
STD-0310,63.21,3
STD-0311,86.88,3
STD-0312,71.18,2
STD-0313,41.96,2
STD-0314,85.5,3
STD-0315,83.95,2
STD-0316,78.81,2
STD-0317,89.56,1
STD-0318,56.87,1
STD-0319,52.17,1
STD-0320,52.08,1
STD-0321,76.28,2
STD-0322,88.69,2
STD-0323,47.87,2
STD-0324,40.72,1
STD-0325,95.84,3
STD-0326,48.86,3
STD-0327,78.26,2
STD-0328,68.87,2
STD-0329,71.73,2
STD-0330,82.67,3
STD-0331,58.12,3
STD-0332,91.35,1
STD-0333,66.01,3
STD-0334,82.14,3
STD-0335,76.49,2
STD-0336,70.52,3
STD-0337,98.39,2
STD-0338,43.66,2
STD-0339,60.05,1
STD-0340,71.18,2
STD-0341,77.04,3
STD-0342,56.44,3
STD-0343,67.67,1
STD-0344,67.11,1
STD-0345,43.16,2
STD-0346,60.74,1
STD-0347,69.41,3
STD-0348,99.14,1
STD-0349,97.78,3
STD-0350,87.19,1
STD-0351,74.53,1
STD-0352,45.35,2
STD-0353,66.09,1
STD-0354,63.55,1
STD-0355,98.09,1
STD-0356,46.99,3
STD-0357,48.03,2
STD-0358,56.98,3
STD-0359,89.59,3
STD-0360,85.4,3
STD-0361,98.57,1
STD-0362,55.28,3
STD-0363,88.54,1
STD-0364,88.04,1
STD-0365,70.7,3
STD-0366,91.37,2
STD-0367,66.93,3
STD-0368,83.38,3
STD-0369,42.72,2
STD-0370,74.52,1
STD-0371,77.61,3
STD-0372,88.27,2
STD-0373,58.76,3
STD-0374,53.91,3
STD-0375,44.96,3
STD-0376,85.71,1
STD-0377,57.36,2
STD-0378,55.67,1
STD-0379,72.43,2
STD-0380,70.94,2
STD-0381,61.16,2
STD-0382,90.39,3
STD-0383,56.27,3
STD-0384,68.85,3
STD-0385,66.87,1
STD-0386,97.36,3
STD-0387,63.9,1
STD-0388,68.46,1
STD-0389,45.81,3
STD-0390,77.51,2
STD-0391,62.81,3
STD-0392,75.87,3
STD-0393,87.7,3
STD-0394,88.46,2
STD-0395,50.42,2
STD-0396,80.11,1
STD-0397,77.81,2
STD-0398,76.31,1
STD-0399,68.71,1
STD-0400,67.82,1
STD-0401,70.62,3
STD-0402,96.81,2
STD-0403,91.02,1
STD-0404,69.4,1
STD-0405,85.27,1
STD-0406,40.01,2
STD-0407,76.53,2
STD-0408,74.76,2
STD-0409,88.36,1
STD-0410,45.54,1
STD-0411,57.61,1
STD-0412,94.79,1
STD-0413,83.27,3
STD-0414,95.98,3
STD-0415,58.73,1
STD-0416,62.79,1
STD-0417,43.35,2
STD-0418,50.46,3
STD-0419,60.14,2
STD-0420,79.44,2
STD-0421,58.15,1
STD-0422,77.52,3
STD-0423,47.32,2
STD-0424,86.79,1
STD-0425,65.33,2
STD-0426,41.95,2
STD-0427,59.01,3
STD-0428,63.09,1
STD-0429,53.47,1
STD-0430,46.34,3
STD-0431,79.31,3
STD-0432,69.67,2
STD-0433,75.61,2
STD-0434,73.19,3
STD-0435,94.06,1
STD-0436,75.19,3
STD-0437,93.25,1
STD-0438,94.35,3
STD-0439,73.66,2
STD-0440,96.91,1
STD-0441,84.64,2
STD-0442,98.24,2
STD-0443,47.84,2
STD-0444,84.4,1
STD-0445,60.07,3
STD-0446,48.52,1
STD-0447,49.86,1
STD-0448,94.85,3
STD-0449,76.76,3
STD-0450,52.74,2
STD-0451,61.76,3
STD-0452,76.83,3
STD-0453,83.71,1
STD-0454,69.05,1
STD-0455,94.99,2
STD-0456,44.93,2
STD-0457,61.64,2
STD-0458,97.35,1
STD-0459,58.75,2
STD-0460,96.03,2
STD-0461,99.15,2
STD-0462,92.49,2
STD-0463,87.85,3
STD-0464,98.24,1
STD-0465,58.95,1
STD-0466,42.97,1
STD-0467,79.38,2
STD-0468,50.4,2
STD-0469,88.95,3
STD-0470,97.08,1
STD-0471,52.68,2
STD-0472,40.08,3
STD-0473,62.66,1
STD-0474,59.59,1
STD-0475,47.67,3
STD-0476,87.2,1
STD-0477,93.27,3
STD-0478,73.45,1
STD-0479,57.02,1
STD-0480,58.5,2
STD-0481,53.3,3
STD-0482,74.96,3
STD-0483,77.55,3
STD-0484,47.71,3
STD-0485,83.27,3
STD-0486,46.52,3
STD-0487,85.36,1
STD-0488,58.32,1
STD-0489,91.36,1
STD-0490,79.08,2
STD-0491,60.2,2
STD-0492,48.29,3
STD-0493,41.67,2
STD-0494,50.48,3
STD-0495,44.63,1
STD-0496,60.52,1
STD-0497,45.34,3
STD-0498,53.94,2
STD-0499,71.22,3
STD-0500,67.48,2
STD-0501,57.08,2
STD-0502,76.88,3
STD-0503,59.31,2
STD-0504,90.51,2
STD-0505,92.03,1
STD-0506,98.72,1
STD-0507,50.48,2
STD-0508,83.5,3
STD-0509,56.89,3
STD-0510,88.41,2
STD-0511,94.27,2
STD-0512,71.68,3
STD-0513,85.56,1
STD-0514,72.47,1
STD-0515,53.02,1
STD-0516,66.96,1
STD-0517,47.58,2
STD-0518,50.0,3
STD-0519,90.18,2
STD-0520,54.09,2
STD-0521,95.21,3
STD-0522,90.97,2
STD-0523,73.05,2
STD-0524,56.64,3
STD-0525,59.3,1
STD-0526,50.76,2
STD-0527,43.56,3
STD-0528,86.94,3
STD-0529,46.29,3
STD-0530,57.64,2
STD-0531,79.76,2
STD-0532,78.96,3
STD-0533,51.28,3
STD-0534,68.53,2
STD-0535,75.84,2
STD-0536,74.31,1
STD-0537,70.99,1
STD-0538,98.15,2
STD-0539,93.11,2
STD-0540,50.81,1
STD-0541,85.07,2
STD-0542,73.0,1
STD-0543,42.26,1
STD-0544,91.83,3
STD-0545,70.01,2
STD-0546,64.08,2
STD-0547,90.06,3
STD-0548,83.6,1
STD-0549,55.88,3
STD-0550,87.42,1
STD-0551,55.07,1
STD-0552,74.81,2
STD-0553,67.27,2
STD-0554,62.61,1
STD-0555,71.4,1
STD-0556,65.63,2
STD-0557,65.41,3
STD-0558,54.07,3
STD-0559,65.03,3
STD-0560,48.04,2
STD-0561,47.48,3
STD-0562,86.78,1
STD-0563,81.91,1
STD-0564,49.26,2
STD-0565,99.04,2
STD-0566,86.81,2
STD-0567,80.57,2
STD-0568,45.44,3
STD-0569,72.11,2
STD-0570,49.7,3
STD-0571,53.74,2
STD-0572,71.68,1
STD-0573,87.46,2
STD-0574,46.08,2
STD-0575,60.02,1
STD-0576,82.68,1
STD-0577,76.32,1
STD-0578,51.89,2
STD-0579,93.99,3
STD-0580,64.03,2
STD-0581,74.23,3
STD-0582,46.9,1
STD-0583,74.68,3
STD-0584,95.73,1
STD-0585,40.61,3
STD-0586,50.63,2
STD-0587,81.03,2
STD-0588,92.31,3
STD-0589,58.9,2
STD-0590,40.15,1
STD-0591,42.57,2
STD-0592,92.75,1
STD-0593,96.79,2
STD-0594,67.69,1
STD-0595,77.0,1
STD-0596,44.41,2
STD-0597,97.83,2
STD-0598,42.62,1
STD-0599,51.01,2
STD-0600,58.38,1
STD-0601,93.16,1
STD-0602,52.22,2
STD-0603,91.55,2
STD-0604,84.33,3
STD-0605,50.51,1
STD-0606,93.53,3
STD-0607,45.83,1
STD-0608,46.54,1
STD-0609,49.36,2
STD-0610,60.43,3
STD-0611,58.9,3
STD-0612,54.62,1
STD-0613,59.84,2
STD-0614,67.24,2
STD-0615,54.01,3
STD-0616,61.24,2
STD-0617,47.95,2
STD-0618,64.79,3
STD-0619,77.37,2
STD-0620,64.77,1
STD-0621,72.52,1
STD-0622,67.39,2
STD-0623,41.27,1
STD-0624,86.85,1
STD-0625,45.01,1
STD-0626,91.66,2
STD-0627,45.08,1
STD-0628,83.67,3
STD-0629,97.33,2
STD-0630,97.79,2
STD-0631,41.82,2
STD-0632,97.48,3
STD-0633,48.33,1
STD-0634,42.95,3
STD-0635,94.65,1
STD-0636,54.86,1
STD-0637,82.94,3
STD-0638,46.98,3
STD-0639,40.27,3
STD-0640,45.8,3
STD-0641,84.19,1
STD-0642,61.82,2
STD-0643,55.84,2
STD-0644,81.01,1
STD-0645,54.5,2
STD-0646,40.56,2
STD-0647,68.86,3
STD-0648,56.38,1
STD-0649,58.54,1
STD-0650,53.59,1
STD-0651,64.14,3
STD-0652,69.76,3
STD-0653,51.53,2
STD-0654,52.54,3
STD-0655,76.47,2
STD-0656,41.46,1
STD-0657,49.27,1
STD-0658,91.21,1
STD-0659,98.17,1
STD-0660,74.56,2
STD-0661,70.11,3
STD-0662,76.17,3
STD-0663,90.11,1
STD-0664,70.11,3
STD-0665,87.57,3
STD-0666,59.01,1
STD-0667,60.33,2
STD-0668,50.9,2
STD-0669,58.26,2
STD-0670,49.03,1
STD-0671,58.63,3
STD-0672,81.06,1
STD-0673,53.57,2
STD-0674,82.07,1
STD-0675,60.97,1
STD-0676,50.17,1
STD-0677,95.23,2
STD-0678,74.33,1
STD-0679,85.45,2
STD-0680,91.71,1
STD-0681,66.92,3
STD-0682,54.01,1
STD-0683,62.94,1
STD-0684,86.44,3
STD-0685,90.17,1
STD-0686,73.19,3
STD-0687,84.22,2
STD-0688,69.83,3
STD-0689,61.48,2
STD-0690,73.35,2
STD-0691,42.34,3
STD-0692,72.46,2
STD-0693,75.51,1
STD-0694,72.11,3
STD-0695,96.76,1
STD-0696,68.4,2
STD-0697,41.85,3
STD-0698,58.39,3
STD-0699,83.59,3
STD-0700,73.28,2
STD-0701,45.47,1
STD-0702,62.55,3
STD-0703,49.68,3
STD-0704,55.58,1
STD-0705,86.5,3
STD-0706,48.12,1
STD-0707,77.25,1
STD-0708,83.22,1
STD-0709,85.55,2
STD-0710,54.48,2
STD-0711,56.38,2
STD-0712,62.36,1
STD-0713,62.96,1
STD-0714,53.11,2
STD-0715,52.2,1
STD-0716,78.92,2
STD-0717,96.47,2
STD-0718,75.72,2
STD-0719,82.79,2
STD-0720,50.26,2
STD-0721,44.05,1
STD-0722,78.38,3
STD-0723,57.41,2
STD-0724,64.03,3
STD-0725,91.68,1
STD-0726,98.54,1
STD-0727,48.18,1
STD-0728,82.41,2
STD-0729,72.33,1
STD-0730,60.41,1
STD-0731,89.2,2
STD-0732,94.87,3
STD-0733,44.01,2
STD-0734,99.48,3
STD-0735,43.5,1
STD-0736,62.54,3
STD-0737,78.71,3
STD-0738,76.73,2
STD-0739,86.17,1
STD-0740,46.99,3
STD-0741,78.3,1
STD-0742,62.59,3
STD-0743,59.87,1
STD-0744,42.1,2
STD-0745,57.8,2
STD-0746,97.02,2
STD-0747,73.23,1
STD-0748,80.81,3
STD-0749,97.81,2
STD-0750,90.51,1
STD-0751,47.75,2
STD-0752,96.16,1
STD-0753,42.84,1
STD-0754,88.9,2
STD-0755,45.21,2
STD-0756,43.84,3
STD-0757,70.38,3
STD-0758,79.55,1
STD-0759,99.5,3
STD-0760,95.63,2
STD-0761,45.23,1
STD-0762,98.54,1
STD-0763,81.23,3
STD-0764,45.74,2
STD-0765,76.07,3
STD-0766,78.16,3
STD-0767,73.02,2
STD-0768,91.62,1
STD-0769,77.86,1
STD-0770,79.76,1
STD-0771,96.2,3
STD-0772,87.2,2
STD-0773,73.68,3
STD-0774,95.59,1
STD-0775,66.88,2
STD-0776,82.41,3
STD-0777,99.8,2
STD-0778,72.8,3
STD-0779,82.35,3
STD-0780,74.88,1
STD-0781,80.93,2
STD-0782,45.15,1
STD-0783,43.27,3
STD-0784,95.38,3
STD-0785,67.63,3
STD-0786,56.2,3
STD-0787,54.88,1
STD-0788,46.74,1
STD-0789,43.69,2
STD-0790,59.26,1
STD-0791,52.86,1
STD-0792,86.17,3
STD-0793,78.34,3
STD-0794,54.87,2
STD-0795,41.19,1
STD-0796,63.84,1
STD-0797,51.85,3
STD-0798,55.95,1
STD-0799,61.61,3
STD-0800,95.67,2
STD-0801,82.67,1
STD-0802,82.85,2
STD-0803,53.43,3
STD-0804,96.65,1
STD-0805,46.9,3
STD-0806,72.39,3
STD-0807,42.03,3
STD-0808,74.34,3
STD-0809,47.97,2
STD-0810,81.04,3
STD-0811,44.54,2
STD-0812,55.28,2
STD-0813,40.71,1
STD-0814,61.37,3
STD-0815,62.05,3
STD-0816,56.29,3
STD-0817,41.77,1
STD-0818,72.68,3
STD-0819,45.63,2
STD-0820,79.0,1
STD-0821,58.14,1
STD-0822,72.67,2
STD-0823,70.82,3
STD-0824,62.48,3
STD-0825,91.99,2
STD-0826,87.06,3
STD-0827,90.49,2
STD-0828,74.47,3
STD-0829,94.64,1
STD-0830,92.21,3
STD-0831,88.03,1
STD-0832,45.76,1
STD-0833,90.12,1
STD-0834,99.95,2
STD-0835,68.6,2
STD-0836,92.22,1
STD-0837,91.14,1
STD-0838,84.63,2
STD-0839,92.1,3
STD-0840,47.29,2
STD-0841,61.86,1
STD-0842,65.73,2
STD-0843,93.71,3
STD-0844,46.03,3
STD-0845,86.04,1
STD-0846,41.3,3
STD-0847,71.31,3
STD-0848,75.59,1
STD-0849,83.12,3
STD-0850,59.79,2
STD-0851,46.14,2
STD-0852,57.81,1
STD-0853,51.47,1
STD-0854,95.42,1
STD-0855,41.82,3
STD-0856,76.22,1
STD-0857,80.9,1
STD-0858,44.15,2
STD-0859,73.28,2
STD-0860,92.84,2
STD-0861,77.59,1
STD-0862,66.18,3
STD-0863,79.64,2
STD-0864,81.69,3
STD-0865,67.91,1
STD-0866,92.83,3
STD-0867,44.5,2
STD-0868,84.78,1
STD-0869,53.54,3
STD-0870,52.86,1
STD-0871,52.65,2
STD-0872,70.21,1
STD-0873,73.36,1
STD-0874,70.46,2
STD-0875,50.84,1
STD-0876,98.0,1
STD-0877,68.69,3
STD-0878,86.65,2
STD-0879,40.11,1
STD-0880,98.78,1
STD-0881,69.68,3
STD-0882,57.68,3
STD-0883,59.76,1
STD-0884,75.54,3
STD-0885,63.46,2
STD-0886,52.13,1
STD-0887,41.27,2
STD-0888,97.98,3
STD-0889,98.86,3
STD-0890,52.18,1
STD-0891,86.58,3
STD-0892,67.15,3
STD-0893,77.02,2
STD-0894,41.51,3
STD-0895,44.98,2
STD-0896,47.95,2
STD-0897,64.36,2
STD-0898,49.36,2
STD-0899,59.7,1
STD-0900,54.76,3
STD-0901,75.52,3
STD-0902,72.94,3
STD-0903,71.09,1
STD-0904,73.55,2
STD-0905,75.08,1
STD-0906,71.29,2
STD-0907,75.99,3
STD-0908,98.83,1
STD-0909,51.18,1
STD-0910,77.98,1
STD-0911,94.89,3
STD-0912,89.9,3
STD-0913,54.3,1
STD-0914,59.16,2
STD-0915,76.17,2
STD-0916,65.55,1
STD-0917,79.91,3
STD-0918,97.28,1
STD-0919,76.61,3
STD-0920,45.54,2
STD-0921,58.58,2
STD-0922,67.5,3
STD-0923,69.92,3
STD-0924,78.47,2
STD-0925,80.05,1
STD-0926,91.47,3
STD-0927,86.78,2
STD-0928,49.43,2
STD-0929,74.5,3
STD-0930,99.95,2
STD-0931,60.33,3
STD-0932,57.62,2
STD-0933,95.64,3
STD-0934,94.6,2
STD-0935,71.63,3
STD-0936,86.2,3
STD-0937,76.51,2
STD-0938,90.98,2
STD-0939,67.76,3
STD-0940,52.02,2
STD-0941,49.67,3
STD-0942,62.5,2
STD-0943,72.46,1
STD-0944,57.64,2
STD-0945,66.02,2
STD-0946,72.19,2
STD-0947,51.09,2
STD-0948,80.03,3
STD-0949,82.15,3
STD-0950,42.07,1
STD-0951,80.56,1
STD-0952,46.83,3
STD-0953,79.24,3
STD-0954,45.94,3
STD-0955,91.13,3
STD-0956,67.3,3
STD-0957,48.9,2
STD-0958,54.03,3
STD-0959,67.83,3
STD-0960,62.46,3
STD-0961,91.8,3
STD-0962,45.45,2
STD-0963,65.1,1
STD-0964,86.13,3
STD-0965,45.15,2
STD-0966,94.24,3
STD-0967,42.97,1
STD-0968,87.17,2
STD-0969,44.06,3
STD-0970,42.98,1
STD-0971,73.34,2
STD-0972,70.98,1
STD-0973,82.66,3
STD-0974,69.55,3
STD-0975,58.99,3
STD-0976,42.18,1
STD-0977,76.56,2
STD-0978,96.64,3
STD-0979,81.46,1
STD-0980,96.18,2
STD-0981,77.41,3
STD-0982,97.64,2
STD-0983,90.37,1
STD-0984,89.1,3
STD-0985,46.23,1
STD-0986,50.92,2
STD-0987,83.25,2
STD-0988,79.37,2
STD-0989,66.78,3
STD-0990,48.3,2
STD-0991,46.49,1
STD-0992,59.83,1
STD-0993,70.4,3
STD-0994,86.38,2
STD-0995,45.02,1
STD-0996,80.61,2
STD-0997,52.01,2
STD-0998,41.81,1
STD-0999,93.88,3
STD-1000,47.44,2
