StudentID,fees_due
STD-0130,10000
STD-0131,30000
STD-0132,0
STD-0133,20000
STD-0134,30000
STD-0135,20000
STD-0136,30000
STD-0137,10000
STD-0138,30000
STD-0139,10000
STD-0140,30000
STD-0141,0
STD-0142,20000
STD-0143,0
STD-0144,30000
STD-0145,30000
STD-0146,30000
STD-0147,10000
STD-0148,20000
STD-0149,20000
STD-0150,30000
STD-0151,30000
STD-0152,10000
STD-0153,0
STD-0154,0
STD-0155,20000
STD-0156,10000
STD-0157,30000
STD-0158,20000
STD-0159,10000
STD-0160,0
STD-0161,10000
STD-0162,0
STD-0163,10000
STD-0164,20000
STD-0165,0
STD-0166,20000
STD-0167,20000
STD-0168,0
STD-0169,0
STD-0170,30000
STD-0171,30000
STD-0172,30000
STD-0173,20000
STD-0174,20000
STD-0175,30000
STD-0176,20000
STD-0177,20000
STD-0178,0
STD-0179,0
STD-0180,20000
STD-0181,30000
STD-0182,10000
STD-0183,30000
STD-0184,10000
STD-0185,30000
STD-0186,0
STD-0187,20000
STD-0188,20000
STD-0189,0
STD-0190,10000
STD-0191,10000
STD-0192,10000
STD-0193,0
STD-0194,10000
STD-0195,0
STD-0196,30000
STD-0197,30000
STD-0198,0
STD-0199,20000
STD-0200,30000
STD-0201,10000
STD-0202,0
STD-0203,10000
STD-0204,10000
STD-0205,20000
STD-0206,10000
STD-0207,20000
STD-0208,30000
STD-0209,0
STD-0210,10000
STD-0211,0
STD-0212,10000
STD-0213,0
STD-0214,10000
STD-0215,10000
STD-0216,10000
STD-0217,10000
STD-0218,10000
STD-0219,10000
STD-0220,10000
STD-0221,10000
STD-0222,10000
STD-0223,0
STD-0224,20000
STD-0225,10000
STD-0226,20000
STD-0227,10000
STD-0228,10000
STD-0229,0
STD-0230,30000
STD-0231,30000
STD-0232,0
STD-0233,20000
STD-0234,30000
STD-0235,0
STD-0236,0
STD-0237,30000
STD-0238,20000
STD-0239,0
STD-0240,10000
STD-0241,20000
STD-0242,20000
STD-0243,30000
STD-0244,30000
STD-0245,10000
STD-0246,0
STD-0247,30000
STD-0248,30000
STD-0249,20000
STD-0250,30000
STD-0251,30000
STD-0252,30000
STD-0253,30000
STD-0254,20000
STD-0255,10000
STD-0256,10000
STD-0257,0
STD-0258,30000
STD-0259,20000
STD-0260,0
STD-0261,0
STD-0262,10000
STD-0263,20000
STD-0264,20000
STD-0265,20000
STD-0266,10000
STD-0267,10000
STD-0268,10000
STD-0269,10000
STD-0270,10000
STD-0271,30000
STD-0272,30000
STD-0273,20000
STD-0274,0
STD-0275,20000
STD-0276,0
STD-0277,10000
STD-0278,0
STD-0279,20000
STD-0280,20000
STD-0281,0
STD-0282,30000
STD-0283,10000
STD-0284,10000
STD-0285,20000
STD-0286,30000
STD-0287,0
STD-0288,10000
STD-0289,30000
STD-0290,10000
STD-0291,30000
STD-0292,30000
STD-0293,20000
STD-0294,10000
STD-0295,0
STD-0296,20000
STD-0297,20000
STD-0298,0
STD-0299,20000
STD-0300,30000
STD-0301,30000
STD-0302,10000
STD-0303,10000
STD-0304,0
STD-0305,10000
STD-0306,30000
STD-0307,0
STD-0308,0
STD-0309,10000
STD-0310,30000
STD-0311,0
STD-0312,30000
STD-0313,30000
STD-0314,30000
STD-0315,10000
STD-0316,20000
STD-0317,20000
STD-0318,0
STD-0319,30000
STD-0320,10000
STD-0321,30000
STD-0322,30000
STD-0323,10000
STD-0324,20000
STD-0325,30000
STD-0326,30000
STD-0327,20000
STD-0328,10000
STD-0329,0
STD-0330,20000
STD-0331,0
STD-0332,0
STD-0333,20000
STD-0334,30000
STD-0335,0
STD-0336,0
STD-0337,10000
STD-0338,30000
STD-0339,0
STD-0340,10000
STD-0341,30000
STD-0342,20000
STD-0343,20000
STD-0344,10000
STD-0345,20000
STD-0346,0
STD-0347,30000
STD-0348,0
STD-0349,0
STD-0350,20000
STD-0351,0
STD-0352,20000
STD-0353,30000
STD-0354,30000
STD-0355,0
STD-0356,10000
STD-0357,20000
STD-0358,20000
STD-0359,0
STD-0360,20000
STD-0361,20000
STD-0362,10000
STD-0363,10000
STD-0364,0
STD-0365,10000
STD-0366,0
STD-0367,30000
STD-0368,0
STD-0369,30000
STD-0370,0
STD-0371,20000
STD-0372,10000
STD-0373,30000
STD-0374,0
STD-0375,10000
STD-0376,0
STD-0377,10000
STD-0378,10000
STD-0379,0
STD-0380,30000
STD-0381,30000
STD-0382,20000
STD-0383,10000
STD-0384,20000
STD-0385,20000
STD-0386,0
STD-0387,0
STD-0388,0
STD-0389,10000
STD-0390,0
STD-0391,0
STD-0392,10000
STD-0393,10000
STD-0394,30000
STD-0395,0
STD-0396,0
STD-0397,0
STD-0398,30000
STD-0399,0
STD-0400,30000
STD-0401,20000
STD-0402,30000
STD-0403,20000
STD-0404,0
STD-0405,20000
STD-0406,30000
STD-0407,10000
STD-0408,20000
STD-0409,20000
STD-0410,0
STD-0411,30000
STD-0412,20000
STD-0413,20000
STD-0414,20000
STD-0415,20000
STD-0416,10000
STD-0417,30000
STD-0418,0
STD-0419,0
STD-0420,10000
STD-0421,30000
STD-0422,20000
STD-0423,10000
STD-0424,30000
STD-0425,20000
STD-0426,10000
STD-0427,30000
STD-0428,0
STD-0429,0
STD-0430,30000
STD-0431,0
STD-0432,30000
STD-0433,20000
STD-0434,30000
STD-0435,20000
STD-0436,10000
STD-0437,30000
STD-0438,10000
STD-0439,0
STD-0440,20000
STD-0441,30000
STD-0442,10000
STD-0443,20000
STD-0444,20000
STD-0445,0
STD-0446,0
STD-0447,20000
STD-0448,20000
STD-0449,30000
STD-0450,20000
STD-0451,30000
STD-0452,20000
STD-0453,0
STD-0454,30000
STD-0455,10000
STD-0456,0
STD-0457,30000
STD-0458,30000
STD-0459,10000
STD-0460,30000
STD-0461,20000
STD-0462,10000
STD-0463,0
STD-0464,0
STD-0465,20000
STD-0466,0
STD-0467,30000
STD-0468,30000
STD-0469,20000
STD-0470,0
STD-0471,0
STD-0472,20000
STD-0473,10000
STD-0474,0
STD-0475,10000
STD-0476,0
STD-0477,0
STD-0478,0
STD-0479,0
STD-0480,30000
STD-0481,10000
STD-0482,10000
STD-0483,0
STD-0484,0
STD-0485,10000
STD-0486,30000
STD-0487,20000
STD-0488,20000
STD-0489,10000
STD-0490,0
STD-0491,0
STD-0492,30000
STD-0493,20000
STD-0494,30000
STD-0495,20000
STD-0496,10000
STD-0497,20000
STD-0498,30000
STD-0499,30000
STD-0500,30000
STD-0501,10000
STD-0502,20000
STD-0503,20000
STD-0504,30000
STD-0505,20000
STD-0506,0
STD-0507,0
STD-0508,0
STD-0509,20000
STD-0510,10000
STD-0511,10000
STD-0512,10000
STD-0513,10000
STD-0514,0
STD-0515,0
STD-0516,30000
STD-0517,20000
STD-0518,20000
STD-0519,10000
STD-0520,0
STD-0521,10000
STD-0522,30000
STD-0523,20000
STD-0524,20000
STD-0525,10000
STD-0526,30000
STD-0527,20000
STD-0528,30000
STD-0529,30000
STD-0530,10000
STD-0531,0
STD-0532,10000
STD-0533,0
STD-0534,30000
STD-0535,0
STD-0536,30000
STD-0537,20000
STD-0538,20000
STD-0539,20000
STD-0540,10000
STD-0541,10000
STD-0542,30000
STD-0543,20000
STD-0544,10000
STD-0545,20000
STD-0546,10000
STD-0547,0
STD-0548,0
STD-0549,20000
STD-0550,30000
STD-0551,10000
STD-0552,10000
STD-0553,0
STD-0554,0
STD-0555,30000
STD-0556,30000
STD-0557,30000
STD-0558,20000
STD-0559,0
STD-0560,20000
STD-0561,0
STD-0562,0
STD-0563,10000
STD-0564,0
STD-0565,0
STD-0566,20000
STD-0567,0
STD-0568,20000
STD-0569,30000
STD-0570,0
STD-0571,0
STD-0572,20000
STD-0573,30000
STD-0574,10000
STD-0575,30000
STD-0576,20000
STD-0577,30000
STD-0578,20000
STD-0579,20000
STD-0580,10000
STD-0581,0
STD-0582,20000
STD-0583,20000
STD-0584,10000
STD-0585,20000
STD-0586,0
STD-0587,10000
STD-0588,0
STD-0589,0
STD-0590,10000
STD-0591,20000
STD-0592,0
STD-0593,0
STD-0594,0
STD-0595,0
STD-0596,10000
STD-0597,10000
STD-0598,30000
STD-0599,30000
STD-0600,0
STD-0601,20000
STD-0602,0
STD-0603,20000
STD-0604,0
STD-0605,30000
STD-0606,30000
STD-0607,20000
STD-0608,0
STD-0609,20000
STD-0610,30000
STD-0611,0
STD-0612,0
STD-0613,20000
STD-0614,10000
STD-0615,20000
STD-0616,30000
STD-0617,30000
STD-0618,30000
STD-0619,30000
STD-0620,30000
STD-0621,10000
STD-0622,0
STD-0623,20000
STD-0624,20000
STD-0625,30000
STD-0626,20000
STD-0627,30000
STD-0628,10000
STD-0629,10000
STD-0630,0
STD-0631,10000
STD-0632,10000
STD-0633,0
STD-0634,20000
STD-0635,30000
STD-0636,30000
STD-0637,20000
STD-0638,0
STD-0639,20000
STD-0640,10000
STD-0641,0
STD-0642,0
STD-0643,0
STD-0644,30000
STD-0645,20000
STD-0646,0
STD-0647,0
STD-0648,0
STD-0649,20000
STD-0650,30000
STD-0651,10000
STD-0652,30000
STD-0653,0
STD-0654,30000
STD-0655,30000
STD-0656,10000
STD-0657,20000
STD-0658,20000
STD-0659,30000
STD-0660,30000
STD-0661,20000
STD-0662,20000
STD-0663,10000
STD-0664,0
STD-0665,30000
STD-0666,20000
STD-0667,30000
STD-0668,30000
STD-0669,20000
STD-0670,10000
STD-0671,30000
STD-0672,10000
STD-0673,20000
STD-0674,0
STD-0675,0
STD-0676,30000
STD-0677,20000
STD-0678,10000
STD-0679,30000
STD-0680,20000
STD-0681,20000
STD-0682,10000
STD-0683,30000
STD-0684,20000
STD-0685,20000
STD-0686,20000
STD-0687,10000
STD-0688,30000
STD-0689,30000
STD-0690,30000
STD-0691,30000
STD-0692,0
STD-0693,0
STD-0694,30000
STD-0695,10000
STD-0696,0
STD-0697,20000
STD-0698,0
STD-0699,20000
STD-0700,30000
STD-0701,0
STD-0702,10000
STD-0703,0
STD-0704,0
STD-0705,0
STD-0706,30000
STD-0707,10000
STD-0708,0
STD-0709,10000
STD-0710,30000
STD-0711,20000
STD-0712,0
STD-0713,10000
STD-0714,10000
STD-0715,30000
STD-0716,0
STD-0717,20000
STD-0718,10000
STD-0719,0
STD-0720,20000
STD-0721,10000
STD-0722,10000
STD-0723,20000
STD-0724,20000
STD-0725,30000
STD-0726,0
STD-0727,0
STD-0728,30000
STD-0729,10000
STD-0730,20000
STD-0731,20000
STD-0732,20000
STD-0733,10000
STD-0734,20000
STD-0735,20000
STD-0736,30000
STD-0737,10000
STD-0738,0
STD-0739,30000
STD-0740,30000
STD-0741,0
STD-0742,30000
STD-0743,10000
STD-0744,20000
STD-0745,10000
STD-0746,0
STD-0747,0
STD-0748,30000
STD-0749,10000
STD-0750,10000
STD-0751,0
STD-0752,10000
STD-0753,0
STD-0754,10000
STD-0755,10000
STD-0756,10000
STD-0757,0
STD-0758,30000
STD-0759,10000
STD-0760,0
STD-0761,0
STD-0762,10000
STD-0763,10000
STD-0764,30000
STD-0765,0
STD-0766,0
STD-0767,20000
STD-0768,0
STD-0769,30000
STD-0770,20000
STD-0771,20000
STD-0772,20000
STD-0773,10000
STD-0774,10000
STD-0775,0
STD-0776,20000
STD-0777,30000
STD-0778,10000
STD-0779,30000
STD-0780,30000
STD-0781,10000
STD-0782,10000
STD-0783,10000
STD-0784,10000
STD-0785,20000
STD-0786,20000
STD-0787,20000
STD-0788,20000
STD-0789,0
STD-0790,20000
STD-0791,10000
STD-0792,30000
STD-0793,20000
STD-0794,0
STD-0795,10000
STD-0796,30000
STD-0797,30000
STD-0798,20000
STD-0799,30000
STD-0800,20000
STD-0801,20000
STD-0802,10000
STD-0803,10000
STD-0804,0
STD-0805,10000
STD-0806,10000
STD-0807,20000
STD-0808,10000
STD-0809,20000
STD-0810,20000
STD-0811,10000
STD-0812,0
STD-0813,0
STD-0814,30000
STD-0815,30000
STD-0816,10000
STD-0817,0
STD-0818,20000
STD-0819,30000
STD-0820,20000
STD-0821,30000
STD-0822,10000
STD-0823,0
STD-0824,30000
STD-0825,0
STD-0826,20000
STD-0827,10000
STD-0828,0
STD-0829,10000
STD-0830,0
STD-0831,20000
STD-0832,20000
STD-0833,10000
STD-0834,20000
STD-0835,30000
STD-0836,0
STD-0837,20000
STD-0838,30000
STD-0839,10000
STD-0840,30000
STD-0841,10000
STD-0842,10000
STD-0843,0
STD-0844,0
STD-0845,30000
STD-0846,0
STD-0847,0
STD-0848,0
STD-0849,30000
STD-0850,20000
STD-0851,0
STD-0852,0
STD-0853,30000
STD-0854,20000
STD-0855,0
STD-0856,10000
STD-0857,30000
STD-0858,0
STD-0859,0
STD-0860,10000
STD-0861,10000
STD-0862,30000
STD-0863,30000
STD-0864,10000
STD-0865,30000
STD-0866,10000
STD-0867,0
STD-0868,10000
STD-0869,10000
STD-0870,20000
STD-0871,10000
STD-0872,10000
STD-0873,20000
STD-0874,30000
STD-0875,20000
STD-0876,0
STD-0877,20000
STD-0878,0
STD-0879,30000
STD-0880,20000
STD-0881,20000
STD-0882,30000
STD-0883,0
STD-0884,20000
STD-0885,0
STD-0886,20000
STD-0887,10000
STD-0888,20000
STD-0889,30000
STD-0890,30000
STD-0891,0
STD-0892,20000
STD-0893,0
STD-0894,0
STD-0895,10000
STD-0896,10000
STD-0897,30000
STD-0898,0
STD-0899,30000
STD-0900,20000
STD-0901,0
STD-0902,0
STD-0903,20000
STD-0904,20000
STD-0905,30000
STD-0906,30000
STD-0907,20000
STD-0908,30000
STD-0909,20000
STD-0910,0
STD-0911,0
STD-0912,10000
STD-0913,0
STD-0914,20000
STD-0915,30000
STD-0916,10000
STD-0917,30000
STD-0918,20000
STD-0919,0
STD-0920,10000
STD-0921,20000
STD-0922,10000
STD-0923,10000
STD-0924,0
STD-0925,20000
STD-0926,30000
STD-0927,10000
STD-0928,10000
STD-0929,30000
STD-0930,20000
STD-0931,10000
STD-0932,10000
STD-0933,10000
STD-0934,20000
STD-0935,20000
STD-0936,30000
STD-0937,20000
STD-0938,20000
STD-0939,0
STD-0940,30000
STD-0941,10000
STD-0942,20000
STD-0943,10000
STD-0944,10000
STD-0945,0
STD-0946,20000
STD-0947,30000
STD-0948,20000
STD-0949,10000
STD-0950,30000
STD-0951,20000
STD-0952,10000
STD-0953,10000
STD-0954,0
STD-0955,0
STD-0956,0
STD-0957,10000
STD-0958,20000
STD-0959,0
STD-0960,20000
STD-0961,0
STD-0962,30000
STD-0963,30000
STD-0964,0
STD-0965,10000
STD-0966,0
STD-0967,0
STD-0968,10000
STD-0969,30000
STD-0970,20000
STD-0971,0
STD-0972,10000
STD-0973,0
STD-0974,10000
STD-0975,20000
STD-0976,20000
STD-0977,30000
STD-0978,10000
STD-0979,10000
STD-0980,30000
STD-0981,30000
STD-0982,10000
STD-0983,30000
STD-0984,20000
STD-0985,0
STD-0986,20000
STD-0987,30000
STD-0988,10000
STD-0989,10000
STD-0990,20000
STD-0991,10000
STD-0992,30000
STD-0993,20000
STD-0994,10000
STD-0995,0
STD-0996,0
STD-0997,30000
STD-0998,10000
STD-0999,30000
STD-1000,20000
