StudentID,attendance
STD-0189,93.1
STD-0190,92.3
STD-0191,95.9
STD-0192,62.6
STD-0193,87.8
STD-0194,73.0
STD-0195,92.1
STD-0196,86.4
STD-0197,88.8
STD-0198,82.8
STD-0199,58.9
STD-0200,77.3
STD-0201,99.2
STD-0202,96.9
STD-0203,52.2
STD-0204,58.2
STD-0205,56.6
STD-0206,86.3
STD-0207,90.9
STD-0208,60.7
STD-0209,75.3
STD-0210,92.0
STD-0211,86.6
STD-0212,77.1
STD-0213,79.5
STD-0214,75.4
STD-0215,64.9
STD-0216,78.3
STD-0217,84.4
STD-0218,93.7
STD-0219,81.8
STD-0220,88.1
STD-0221,58.0
STD-0222,73.1
STD-0223,50.5
STD-0224,62.3
STD-0225,86.3
STD-0226,99.6
STD-0227,55.0
STD-0228,70.1
STD-0229,90.0
STD-0230,60.2
STD-0231,77.8
STD-0232,86.7
STD-0233,80.8
STD-0234,59.4
STD-0235,67.8
STD-0236,89.2
STD-0237,77.7
STD-0238,50.3
STD-0239,88.0
STD-0240,51.8
STD-0241,87.3
STD-0242,60.1
STD-0243,97.9
STD-0244,68.4
STD-0245,66.3
STD-0246,57.4
STD-0247,65.3
STD-0248,93.8
STD-0249,99.8
STD-0250,68.4
STD-0251,72.4
STD-0252,86.1
STD-0253,94.3
STD-0254,79.7
STD-0255,69.6
STD-0256,70.6
STD-0257,84.8
STD-0258,50.2
STD-0259,81.0
STD-0260,67.8
STD-0261,89.7
STD-0262,54.6
STD-0263,79.4
STD-0264,74.0
STD-0265,82.1
STD-0266,53.2
STD-0267,79.0
STD-0268,78.1
STD-0269,78.0
STD-0270,80.2
STD-0271,83.8
STD-0272,90.2
STD-0273,63.5
STD-0274,91.3
STD-0275,74.9
STD-0276,53.9
STD-0277,52.9
STD-0278,66.7
STD-0279,89.2
STD-0280,85.4
STD-0281,89.4
STD-0282,75.9
STD-0283,72.0
STD-0284,57.4
STD-0285,66.4
STD-0286,71.7
STD-0287,54.4
STD-0288,61.0
STD-0289,79.9
STD-0290,86.8
STD-0291,99.9
STD-0292,96.7
STD-0293,82.1
STD-0294,71.1
STD-0295,81.8
STD-0296,89.3
STD-0297,55.9
STD-0298,70.5
STD-0299,92.0
STD-0300,69.2
STD-0301,78.6
STD-0302,79.4
STD-0303,59.2
STD-0304,68.1
STD-0305,66.7
STD-0306,51.3
STD-0307,51.2
STD-0308,91.6
STD-0309,63.7
STD-0310,75.9
STD-0311,64.9
STD-0312,97.0
STD-0313,63.0
STD-0314,71.5
STD-0315,93.6
STD-0316,92.1
STD-0317,59.3
STD-0318,90.1
STD-0319,72.9
STD-0320,74.1
STD-0321,56.7
STD-0322,54.0
STD-0323,86.4
STD-0324,74.8
STD-0325,71.8
STD-0326,86.5
STD-0327,88.3
STD-0328,57.9
STD-0329,80.5
STD-0330,56.8
STD-0331,87.6
STD-0332,82.8
STD-0333,97.8
STD-0334,53.4
STD-0335,52.9
STD-0336,64.1
STD-0337,63.1
STD-0338,62.3
STD-0339,95.3
STD-0340,62.5
STD-0341,63.6
STD-0342,88.0
STD-0343,72.5
STD-0344,88.8
STD-0345,53.3
STD-0346,74.4
STD-0347,51.7
STD-0348,53.1
STD-0349,95.3
STD-0350,57.0
STD-0351,76.6
STD-0352,70.6
STD-0353,67.4
STD-0354,95.0
STD-0355,51.1
STD-0356,83.2
STD-0357,98.2
STD-0358,78.0
STD-0359,96.8
STD-0360,52.6
STD-0361,70.9
STD-0362,63.0
STD-0363,86.5
STD-0364,99.1
STD-0365,62.8
STD-0366,82.7
STD-0367,59.9
STD-0368,78.3
STD-0369,73.2
STD-0370,98.6
STD-0371,80.4
STD-0372,67.5
STD-0373,55.7
STD-0374,57.6
STD-0375,61.3
STD-0376,62.5
STD-0377,92.5
STD-0378,78.1
STD-0379,76.2
STD-0380,55.7
STD-0381,93.0
STD-0382,86.1
STD-0383,53.4
STD-0384,85.4
STD-0385,77.2
STD-0386,54.1
STD-0387,72.9
STD-0388,74.2
STD-0389,58.3
STD-0390,97.3
STD-0391,92.5
STD-0392,83.5
STD-0393,73.1
STD-0394,70.6
STD-0395,82.5
STD-0396,77.3
STD-0397,53.1
STD-0398,75.6
STD-0399,90.3
STD-0400,73.0
STD-0401,52.6
STD-0402,89.3
STD-0403,60.1
STD-0404,62.9
STD-0405,58.2
STD-0406,66.5
STD-0407,87.8
STD-0408,76.0
STD-0409,60.2
STD-0410,93.9
STD-0411,94.0
STD-0412,93.5
STD-0413,61.9
STD-0414,72.6
STD-0415,99.2
STD-0416,88.6
STD-0417,51.4
STD-0418,53.3
STD-0419,73.2
STD-0420,95.5
STD-0421,76.9
STD-0422,74.9
STD-0423,55.3
STD-0424,82.8
STD-0425,91.1
STD-0426,69.0
STD-0427,88.8
STD-0428,98.2
STD-0429,60.2
STD-0430,76.2
STD-0431,64.4
STD-0432,89.6
STD-0433,78.9
STD-0434,81.7
STD-0435,89.9
STD-0436,69.8
STD-0437,95.8
STD-0438,76.7
STD-0439,57.9
STD-0440,84.8
STD-0441,89.7
STD-0442,65.8
STD-0443,92.9
STD-0444,95.3
STD-0445,63.8
STD-0446,99.2
STD-0447,57.0
STD-0448,60.1
STD-0449,59.2
STD-0450,94.7
STD-0451,82.7
STD-0452,57.6
STD-0453,72.0
STD-0454,80.8
STD-0455,54.2
STD-0456,94.1
STD-0457,90.2
STD-0458,75.3
STD-0459,98.4
STD-0460,70.9
STD-0461,99.2
STD-0462,83.4
STD-0463,81.7
STD-0464,58.3
STD-0465,94.1
STD-0466,71.4
STD-0467,58.1
STD-0468,50.6
STD-0469,78.0
STD-0470,76.4
STD-0471,86.0
STD-0472,94.5
STD-0473,54.0
STD-0474,86.6
STD-0475,59.4
STD-0476,92.9
STD-0477,91.0
STD-0478,77.0
STD-0479,85.5
STD-0480,65.7
STD-0481,73.6
STD-0482,91.1
STD-0483,73.0
STD-0484,67.9
STD-0485,74.7
STD-0486,91.4
STD-0487,66.8
STD-0488,58.7
STD-0489,85.6
STD-0490,91.3
STD-0491,55.0
STD-0492,62.0
STD-0493,57.1
STD-0494,67.4
STD-0495,72.5
STD-0496,87.4
STD-0497,82.6
STD-0498,81.0
STD-0499,67.6
STD-0500,92.1
STD-0501,73.6
STD-0502,99.0
STD-0503,81.7
STD-0504,56.3
STD-0505,83.8
STD-0506,66.3
STD-0507,84.3
STD-0508,53.5
STD-0509,58.7
STD-0510,92.8
STD-0511,61.4
STD-0512,91.9
STD-0513,64.0
STD-0514,82.1
STD-0515,84.7
STD-0516,75.6
STD-0517,65.3
STD-0518,60.6
STD-0519,51.7
STD-0520,65.2
STD-0521,82.7
STD-0522,96.9
STD-0523,93.6
STD-0524,88.3
STD-0525,89.4
STD-0526,83.2
STD-0527,63.0
STD-0528,95.4
STD-0529,83.5
STD-0530,78.0
STD-0531,55.5
STD-0532,72.4
STD-0533,73.0
STD-0534,93.2
STD-0535,77.3
STD-0536,69.0
STD-0537,98.8
STD-0538,55.5
STD-0539,71.1
STD-0540,52.1
STD-0541,87.0
STD-0542,95.9
STD-0543,64.0
STD-0544,92.9
STD-0545,64.6
STD-0546,95.5
STD-0547,87.7
STD-0548,90.2
STD-0549,50.9
STD-0550,98.1
STD-0551,86.3
STD-0552,65.2
STD-0553,91.5
STD-0554,64.1
STD-0555,93.6
STD-0556,55.6
STD-0557,85.2
STD-0558,77.0
STD-0559,54.8
STD-0560,62.1
STD-0561,50.6
STD-0562,73.4
STD-0563,65.1
STD-0564,79.9
STD-0565,64.9
STD-0566,65.0
STD-0567,87.2
STD-0568,52.4
STD-0569,95.1
STD-0570,92.6
STD-0571,83.4
STD-0572,79.7
STD-0573,94.6
STD-0574,59.3
STD-0575,53.9
STD-0576,62.0
STD-0577,89.7
STD-0578,51.7
STD-0579,79.1
STD-0580,99.8
STD-0581,92.8
STD-0582,76.1
STD-0583,53.2
STD-0584,91.6
STD-0585,79.9
STD-0586,55.7
STD-0587,54.7
STD-0588,95.5
STD-0589,83.5
STD-0590,91.5
STD-0591,93.9
STD-0592,78.6
STD-0593,75.9
STD-0594,71.5
STD-0595,65.8
STD-0596,71.7
STD-0597,88.7
STD-0598,80.1
STD-0599,94.6
STD-0600,72.2
STD-0601,80.4
STD-0602,81.6
STD-0603,79.6
STD-0604,85.1
STD-0605,61.9
STD-0606,75.6
STD-0607,55.2
STD-0608,69.2
STD-0609,74.4
STD-0610,82.6
STD-0611,97.5
STD-0612,80.0
STD-0613,87.2
STD-0614,75.3
STD-0615,81.7
STD-0616,53.5
STD-0617,62.7
STD-0618,68.1
STD-0619,73.6
STD-0620,52.3
STD-0621,57.0
STD-0622,63.8
STD-0623,98.6
STD-0624,66.6
STD-0625,74.1
STD-0626,59.8
STD-0627,80.5
STD-0628,64.0
STD-0629,60.3
STD-0630,75.8
STD-0631,50.3
STD-0632,50.4
STD-0633,61.0
STD-0634,51.8
STD-0635,55.4
STD-0636,66.9
STD-0637,90.1
STD-0638,78.6
STD-0639,75.6
STD-0640,64.7
STD-0641,96.6
STD-0642,69.9
STD-0643,54.4
STD-0644,80.9
STD-0645,55.7
STD-0646,67.3
STD-0647,75.4
STD-0648,93.7
STD-0649,74.7
STD-0650,85.1
STD-0651,99.6
STD-0652,56.6
STD-0653,63.7
STD-0654,69.7
STD-0655,71.1
STD-0656,70.6
STD-0657,95.4
STD-0658,85.7
STD-0659,80.4
STD-0660,65.5
STD-0661,91.2
STD-0662,97.8
STD-0663,91.1
STD-0664,50.1
STD-0665,81.8
STD-0666,52.6
STD-0667,62.9
STD-0668,53.0
STD-0669,80.2
STD-0670,84.3
STD-0671,55.7
STD-0672,69.2
STD-0673,72.8
STD-0674,68.5
STD-0675,56.1
STD-0676,70.9
STD-0677,87.6
STD-0678,53.6
STD-0679,54.0
STD-0680,67.7
STD-0681,97.1
STD-0682,83.4
STD-0683,83.9
STD-0684,68.1
STD-0685,79.7
STD-0686,50.5
STD-0687,81.8
STD-0688,95.7
STD-0689,80.6
STD-0690,93.7
STD-0691,86.2
STD-0692,56.0
STD-0693,95.1
STD-0694,53.3
STD-0695,76.7
STD-0696,57.1
STD-0697,50.6
STD-0698,71.1
STD-0699,64.8
STD-0700,74.3
STD-0701,78.9
STD-0702,52.2
STD-0703,56.2
STD-0704,77.9
STD-0705,67.2
STD-0706,86.5
STD-0707,82.6
STD-0708,92.3
STD-0709,84.6
STD-0710,71.5
STD-0711,83.6
STD-0712,63.8
STD-0713,65.3
STD-0714,89.4
STD-0715,72.3
STD-0716,89.9
STD-0717,91.1
STD-0718,92.9
STD-0719,95.8
STD-0720,71.5
STD-0721,65.9
STD-0722,79.1
STD-0723,68.6
STD-0724,80.1
STD-0725,85.3
STD-0726,84.4
STD-0727,68.7
STD-0728,58.3
STD-0729,71.5
STD-0730,57.1
STD-0731,94.5
STD-0732,67.3
STD-0733,57.7
STD-0734,51.3
STD-0735,82.3
STD-0736,81.8
STD-0737,67.0
STD-0738,53.6
STD-0739,70.5
STD-0740,65.6
STD-0741,83.9
STD-0742,80.3
STD-0743,68.2
STD-0744,60.9
STD-0745,99.4
STD-0746,72.7
STD-0747,84.4
STD-0748,57.0
STD-0749,74.3
STD-0750,51.4
STD-0751,75.3
STD-0752,98.2
STD-0753,69.2
STD-0754,51.9
STD-0755,51.5
STD-0756,69.4
STD-0757,58.0
STD-0758,51.2
STD-0759,87.8
STD-0760,72.9
STD-0761,64.5
STD-0762,95.0
STD-0763,55.8
STD-0764,97.8
STD-0765,65.7
STD-0766,94.4
STD-0767,80.1
STD-0768,91.3
STD-0769,99.2
STD-0770,64.4
STD-0771,98.1
STD-0772,69.5
STD-0773,69.3
STD-0774,67.0
STD-0775,77.1
STD-0776,57.7
STD-0777,77.7
STD-0778,77.1
STD-0779,88.1
STD-0780,91.7
STD-0781,72.0
STD-0782,65.1
STD-0783,63.0
STD-0784,59.7
STD-0785,52.9
STD-0786,67.1
STD-0787,63.5
STD-0788,98.3
STD-0789,77.9
STD-0790,67.4
STD-0791,79.0
STD-0792,57.0
STD-0793,72.2
STD-0794,81.3
STD-0795,74.4
STD-0796,70.1
STD-0797,99.7
STD-0798,94.0
STD-0799,81.2
STD-0800,78.5
STD-0801,81.0
STD-0802,60.1
STD-0803,69.8
STD-0804,52.0
STD-0805,73.8
STD-0806,77.2
STD-0807,61.4
STD-0808,98.2
STD-0809,95.5
STD-0810,86.1
STD-0811,76.7
STD-0812,93.5
STD-0813,56.5
STD-0814,89.5
STD-0815,56.2
STD-0816,89.7
STD-0817,63.8
STD-0818,93.9
STD-0819,97.2
STD-0820,57.4
STD-0821,73.1
STD-0822,99.0
STD-0823,74.2
STD-0824,93.2
STD-0825,79.4
STD-0826,68.8
STD-0827,64.3
STD-0828,60.2
STD-0829,88.1
STD-0830,69.3
STD-0831,75.6
STD-0832,74.6
STD-0833,78.9
STD-0834,93.3
STD-0835,99.0
STD-0836,70.4
STD-0837,91.4
STD-0838,88.2
STD-0839,78.7
STD-0840,97.8
STD-0841,60.0
STD-0842,55.5
STD-0843,92.7
STD-0844,72.0
STD-0845,92.3
STD-0846,94.7
STD-0847,53.1
STD-0848,94.2
STD-0849,72.4
STD-0850,75.5
STD-0851,81.3
STD-0852,96.3
STD-0853,51.0
STD-0854,73.8
STD-0855,84.4
STD-0856,86.1
STD-0857,84.6
STD-0858,56.7
STD-0859,65.0
STD-0860,67.9
STD-0861,90.2
STD-0862,63.9
STD-0863,60.5
STD-0864,97.9
STD-0865,50.4
STD-0866,99.9
STD-0867,83.8
STD-0868,91.4
STD-0869,64.7
STD-0870,50.7
STD-0871,86.9
STD-0872,91.7
STD-0873,87.0
STD-0874,57.1
STD-0875,87.7
STD-0876,88.4
STD-0877,82.9
STD-0878,88.3
STD-0879,92.3
STD-0880,80.7
STD-0881,54.4
STD-0882,74.4
STD-0883,53.9
STD-0884,70.4
STD-0885,70.4
STD-0886,53.3
STD-0887,67.4
STD-0888,55.5
STD-0889,90.4
STD-0890,97.4
STD-0891,53.6
STD-0892,97.8
STD-0893,76.1
STD-0894,65.0
STD-0895,53.8
STD-0896,75.0
STD-0897,89.7
STD-0898,85.4
STD-0899,52.5
STD-0900,53.6
STD-0901,70.1
STD-0902,64.8
STD-0903,61.6
STD-0904,64.1
STD-0905,90.2
STD-0906,96.5
STD-0907,70.3
STD-0908,95.3
STD-0909,66.1
STD-0910,73.8
STD-0911,61.3
STD-0912,82.0
STD-0913,98.9
STD-0914,80.2
STD-0915,67.9
STD-0916,82.4
STD-0917,56.1
STD-0918,94.4
STD-0919,75.2
STD-0920,72.5
STD-0921,79.3
STD-0922,81.2
STD-0923,53.6
STD-0924,84.1
STD-0925,62.1
STD-0926,85.7
STD-0927,91.1
STD-0928,90.2
STD-0929,77.6
STD-0930,76.0
STD-0931,57.1
STD-0932,88.8
STD-0933,63.6
STD-0934,74.8
STD-0935,64.2
STD-0936,56.7
STD-0937,81.5
STD-0938,52.7
STD-0939,87.4
STD-0940,65.9
STD-0941,50.0
STD-0942,75.6
STD-0943,52.3
STD-0944,63.8
STD-0945,85.3
STD-0946,53.1
STD-0947,92.0
STD-0948,50.2
STD-0949,62.3
STD-0950,87.0
STD-0951,65.8
STD-0952,55.1
STD-0953,68.0
STD-0954,63.5
STD-0955,92.1
STD-0956,65.7
STD-0957,89.4
STD-0958,94.6
STD-0959,71.7
STD-0960,95.5
STD-0961,68.9
STD-0962,98.2
STD-0963,54.5
STD-0964,84.4
STD-0965,74.7
STD-0966,69.4
STD-0967,81.6
STD-0968,85.2
STD-0969,50.2
STD-0970,58.3
STD-0971,85.7
STD-0972,83.3
STD-0973,98.3
STD-0974,88.1
STD-0975,97.5
STD-0976,85.1
STD-0977,64.9
STD-0978,55.3
STD-0979,89.1
STD-0980,82.2
STD-0981,52.4
STD-0982,68.0
STD-0983,97.8
STD-0984,75.0
STD-0985,71.6
STD-0986,72.9
STD-0987,60.4
STD-0988,68.4
STD-0989,68.5
STD-0990,52.6
STD-0991,88.4
STD-0992,70.8
STD-0993,91.1
STD-0994,92.5
STD-0995,60.6
STD-0996,82.9
STD-0997,73.6
STD-0998,94.0
STD-0999,60.8
STD-1000,83.9
