StudentID,marks,attempts
STD-0239,82.27,3
STD-0240,58.86,3
STD-0241,97.02,2
STD-0242,97.7,3
STD-0243,95.74,1
STD-0244,68.51,3
STD-0245,50.77,1
STD-0246,96.42,2
STD-0247,71.41,1
STD-0248,98.33,3
STD-0249,98.18,3
STD-0250,92.65,3
STD-0251,64.72,2
STD-0252,69.25,2
STD-0253,92.56,3
STD-0254,65.85,1
STD-0255,58.47,2
STD-0256,77.84,3
STD-0257,96.81,3
STD-0258,84.8,2
STD-0259,78.5,2
STD-0260,54.86,2
STD-0261,80.75,1
STD-0262,99.5,1
STD-0263,57.0,3
STD-0264,75.92,2
STD-0265,93.87,1
STD-0266,87.04,2
STD-0267,84.85,3
STD-0268,85.12,1
STD-0269,67.97,1
STD-0270,64.68,1
STD-0271,90.47,3
STD-0272,90.51,2
STD-0273,93.35,1
STD-0274,95.66,3
STD-0275,75.57,2
STD-0276,75.08,3
STD-0277,89.91,2
STD-0278,82.5,3
STD-0279,85.1,2
STD-0280,89.79,1
STD-0281,94.5,2
STD-0282,66.9,3
STD-0283,68.78,3
STD-0284,54.7,2
STD-0285,78.91,1
STD-0286,51.8,1
STD-0287,73.28,2
STD-0288,77.13,2
STD-0289,64.33,3
STD-0290,79.54,1
STD-0291,51.53,2
STD-0292,51.87,1
STD-0293,91.13,2
STD-0294,68.01,2
STD-0295,56.35,1
STD-0296,76.11,2
STD-0297,88.5,2
STD-0298,60.79,3
STD-0299,81.14,2
STD-0300,54.27,2
STD-0301,52.58,2
STD-0302,76.57,3
STD-0303,77.03,1
STD-0304,81.87,3
STD-0305,86.3,3
STD-0306,98.79,1
STD-0307,75.82,3
STD-0308,66.15,1
STD-0309,89.76,3
STD-0310,63.54,1
STD-0311,71.95,2
STD-0312,53.92,3
STD-0313,51.27,3
STD-0314,98.13,3
STD-0315,91.8,3
STD-0316,84.8,2
STD-0317,70.45,3
STD-0318,58.66,2
STD-0319,57.82,2
STD-0320,62.51,2
STD-0321,77.46,2
STD-0322,85.73,1
STD-0323,83.01,1
STD-0324,64.0,3
STD-0325,97.74,1
STD-0326,86.89,1
STD-0327,77.72,3
STD-0328,80.59,3
STD-0329,70.98,3
STD-0330,62.39,1
STD-0331,67.8,1
STD-0332,87.89,3
STD-0333,50.72,2
STD-0334,55.8,3
STD-0335,52.3,2
STD-0336,52.04,2
STD-0337,92.77,3
STD-0338,85.18,3
STD-0339,73.71,3
STD-0340,54.89,1
STD-0341,74.58,2
STD-0342,73.67,1
STD-0343,58.66,1
STD-0344,71.69,3
STD-0345,69.93,1
STD-0346,80.79,3
STD-0347,81.75,2
STD-0348,52.27,3
STD-0349,68.73,1
STD-0350,81.29,1
STD-0351,75.16,3
STD-0352,92.82,3
STD-0353,82.93,1
STD-0354,58.15,2
STD-0355,53.53,2
STD-0356,82.12,3
STD-0357,51.33,2
STD-0358,79.29,1
STD-0359,97.01,3
STD-0360,78.77,1
STD-0361,69.41,1
STD-0362,82.16,2
STD-0363,72.91,3
STD-0364,77.28,3
STD-0365,97.07,2
STD-0366,69.31,1
STD-0367,98.06,1
STD-0368,95.27,1
STD-0369,59.79,1
STD-0370,53.47,3
STD-0371,55.04,3
STD-0372,50.91,2
STD-0373,54.72,2
STD-0374,84.15,3
STD-0375,53.56,3
STD-0376,65.95,1
STD-0377,92.24,1
STD-0378,51.16,2
STD-0379,90.72,3
STD-0380,64.09,2
STD-0381,55.91,3
STD-0382,84.84,1
STD-0383,81.45,2
STD-0384,93.87,2
STD-0385,86.75,3
STD-0386,90.17,1
STD-0387,64.1,2
STD-0388,58.87,1
STD-0389,87.53,2
STD-0390,90.34,1
STD-0391,99.53,3
STD-0392,70.63,2
STD-0393,68.6,2
STD-0394,88.82,1
STD-0395,67.04,1
STD-0396,96.54,2
STD-0397,92.92,3
STD-0398,71.45,1
STD-0399,87.54,1
STD-0400,87.73,1
STD-0401,55.16,2
STD-0402,95.13,2
STD-0403,75.26,2
STD-0404,91.32,2
STD-0405,66.0,3
STD-0406,94.78,3
STD-0407,69.46,2
STD-0408,50.54,3
STD-0409,95.27,1
STD-0410,54.56,1
STD-0411,65.97,1
STD-0412,97.5,2
STD-0413,97.53,1
STD-0414,78.67,3
STD-0415,81.59,2
STD-0416,72.42,3
STD-0417,64.66,1
STD-0418,66.43,1
STD-0419,83.63,1
STD-0420,87.62,2
STD-0421,89.58,3
STD-0422,89.48,2
STD-0423,54.56,2
STD-0424,74.72,1
STD-0425,52.88,2
STD-0426,77.48,2
STD-0427,72.08,1
STD-0428,94.39,2
STD-0429,67.55,1
STD-0430,55.85,1
STD-0431,57.15,1
STD-0432,88.08,1
STD-0433,80.91,2
STD-0434,55.06,1
STD-0435,54.21,1
STD-0436,85.05,2
STD-0437,53.64,2
STD-0438,91.09,3
STD-0439,85.31,2
STD-0440,54.07,2
STD-0441,54.24,3
STD-0442,99.33,2
STD-0443,68.71,2
STD-0444,68.53,2
STD-0445,90.64,2
STD-0446,97.36,3
STD-0447,99.3,2
STD-0448,87.67,2
STD-0449,68.81,3
STD-0450,54.18,1
STD-0451,88.86,3
STD-0452,77.92,1
STD-0453,71.21,3
STD-0454,95.32,3
STD-0455,55.56,2
STD-0456,74.63,1
STD-0457,50.57,2
STD-0458,73.43,1
STD-0459,52.82,3
STD-0460,55.94,3
STD-0461,55.88,1
STD-0462,82.46,2
STD-0463,87.3,2
STD-0464,79.17,2
STD-0465,98.11,2
STD-0466,68.74,3
STD-0467,64.29,3
STD-0468,93.43,3
STD-0469,61.18,3
STD-0470,98.16,3
STD-0471,50.61,2
STD-0472,98.49,2
STD-0473,52.16,2
STD-0474,94.56,2
STD-0475,76.39,3
STD-0476,99.65,3
STD-0477,53.69,3
STD-0478,77.69,1
STD-0479,98.47,2
STD-0480,76.15,2
STD-0481,81.47,3
STD-0482,84.79,2
STD-0483,72.73,2
STD-0484,81.38,3
STD-0485,79.22,1
STD-0486,95.06,1
STD-0487,52.27,1
STD-0488,64.05,3
STD-0489,97.52,2
STD-0490,94.51,3
STD-0491,72.78,3
STD-0492,81.01,2
STD-0493,63.87,1
STD-0494,59.41,1
STD-0495,73.18,3
STD-0496,67.67,1
STD-0497,79.18,3
STD-0498,53.89,3
STD-0499,98.72,2
STD-0500,99.31,2
STD-0501,84.91,2
STD-0502,76.8,3
STD-0503,65.48,2
STD-0504,90.69,1
STD-0505,84.24,1
STD-0506,58.13,3
STD-0507,95.55,3
STD-0508,91.13,2
STD-0509,97.49,3
STD-0510,86.29,3
STD-0511,80.67,1
STD-0512,70.91,1
STD-0513,96.64,2
STD-0514,93.3,3
STD-0515,52.26,3
STD-0516,51.32,1
STD-0517,68.82,3
STD-0518,90.53,1
STD-0519,99.36,2
STD-0520,57.52,1
STD-0521,79.71,3
STD-0522,69.04,2
STD-0523,98.5,1
STD-0524,92.11,1
STD-0525,91.92,2
STD-0526,73.43,2
STD-0527,70.74,1
STD-0528,63.67,3
STD-0529,52.82,1
STD-0530,93.24,2
STD-0531,90.65,1
STD-0532,99.99,2
STD-0533,99.83,2
STD-0534,77.77,3
STD-0535,88.45,2
STD-0536,97.24,2
STD-0537,92.48,3
STD-0538,62.37,2
STD-0539,72.53,3
STD-0540,56.46,3
STD-0541,97.7,2
STD-0542,80.31,2
STD-0543,61.43,1
STD-0544,83.59,3
STD-0545,80.91,1
STD-0546,67.91,2
STD-0547,55.68,1
STD-0548,83.58,3
STD-0549,76.02,1
STD-0550,88.62,3
STD-0551,76.01,2
STD-0552,92.61,2
STD-0553,77.6,3
STD-0554,78.05,2
STD-0555,93.83,2
STD-0556,70.17,2
STD-0557,56.7,2
STD-0558,51.44,3
STD-0559,87.76,1
STD-0560,81.02,1
STD-0561,85.2,2
STD-0562,60.65,1
STD-0563,56.82,1
STD-0564,50.73,2
STD-0565,67.53,2
STD-0566,79.5,1
STD-0567,69.61,3
STD-0568,71.87,2
STD-0569,95.21,3
STD-0570,67.41,1
STD-0571,75.7,2
STD-0572,89.18,3
STD-0573,69.83,2
STD-0574,81.1,1
STD-0575,93.12,3
STD-0576,97.48,1
STD-0577,57.35,1
STD-0578,96.33,2
STD-0579,74.61,3
STD-0580,62.91,1
STD-0581,72.96,1
STD-0582,99.0,3
STD-0583,74.63,1
STD-0584,66.44,1
STD-0585,81.67,3
STD-0586,62.01,3
STD-0587,53.79,3
STD-0588,56.44,3
STD-0589,56.4,2
STD-0590,57.6,3
STD-0591,56.94,2
STD-0592,82.04,2
STD-0593,59.09,2
STD-0594,67.28,1
STD-0595,94.84,2
STD-0596,73.7,2
STD-0597,83.38,1
STD-0598,58.62,1
STD-0599,59.61,1
STD-0600,52.04,3
STD-0601,58.45,1
STD-0602,63.93,1
STD-0603,58.85,2
STD-0604,54.44,1
STD-0605,56.03,3
STD-0606,73.04,1
STD-0607,60.32,3
STD-0608,68.21,1
STD-0609,75.17,1
STD-0610,84.52,1
STD-0611,51.97,1
STD-0612,89.97,3
STD-0613,81.4,3
STD-0614,54.09,2
STD-0615,93.68,3
STD-0616,96.04,1
STD-0617,53.05,2
STD-0618,63.84,2
STD-0619,90.31,2
STD-0620,87.41,1
STD-0621,59.23,3
STD-0622,60.47,1
STD-0623,68.52,2
STD-0624,74.23,1
STD-0625,80.91,1
STD-0626,68.45,3
STD-0627,73.13,3
STD-0628,87.37,2
STD-0629,51.83,1
STD-0630,62.62,1
STD-0631,85.67,3
STD-0632,94.76,1
STD-0633,75.58,1
STD-0634,76.61,1
STD-0635,55.36,3
STD-0636,72.37,2
STD-0637,76.63,2
STD-0638,62.12,1
STD-0639,63.46,2
STD-0640,68.86,3
STD-0641,51.0,3
STD-0642,66.1,2
STD-0643,60.57,2
STD-0644,66.37,1
STD-0645,55.99,2
STD-0646,94.53,1
STD-0647,79.68,1
STD-0648,83.96,3
STD-0649,89.46,3
STD-0650,74.92,3
STD-0651,54.35,3
STD-0652,76.86,2
STD-0653,79.34,3
STD-0654,87.27,2
STD-0655,71.58,3
STD-0656,56.38,2
STD-0657,64.19,1
STD-0658,68.15,2
STD-0659,82.3,2
STD-0660,78.54,3
STD-0661,67.8,2
STD-0662,99.33,1
STD-0663,80.29,1
STD-0664,61.86,3
STD-0665,55.09,1
STD-0666,57.64,2
STD-0667,62.3,1
STD-0668,58.03,3
STD-0669,59.33,2
STD-0670,64.25,3
STD-0671,58.67,2
STD-0672,94.84,1
STD-0673,54.01,3
STD-0674,76.23,3
STD-0675,70.52,2
STD-0676,99.12,3
STD-0677,55.6,2
STD-0678,69.89,2
STD-0679,98.47,2
STD-0680,93.28,2
STD-0681,90.85,1
STD-0682,62.9,2
STD-0683,58.54,3
STD-0684,83.43,1
STD-0685,96.47,3
STD-0686,77.84,1
STD-0687,78.58,2
STD-0688,64.0,1
STD-0689,88.47,1
STD-0690,59.35,3
STD-0691,66.18,3
STD-0692,71.27,2
STD-0693,75.38,1
STD-0694,62.12,1
STD-0695,55.74,1
STD-0696,80.53,2
STD-0697,64.43,2
STD-0698,79.06,2
STD-0699,57.72,2
STD-0700,74.06,2
STD-0701,76.63,3
STD-0702,52.59,1
STD-0703,66.83,1
STD-0704,56.72,1
STD-0705,53.17,1
STD-0706,99.5,1
STD-0707,66.12,1
STD-0708,90.49,1
STD-0709,62.73,1
STD-0710,84.08,3
STD-0711,88.01,1
STD-0712,79.78,3
STD-0713,73.58,2
STD-0714,70.59,1
STD-0715,67.44,2
STD-0716,96.48,2
STD-0717,91.53,2
STD-0718,98.25,3
STD-0719,56.21,2
STD-0720,86.54,2
STD-0721,96.92,2
STD-0722,59.06,1
STD-0723,53.32,1
STD-0724,87.06,3
STD-0725,78.72,3
STD-0726,92.09,1
STD-0727,56.99,3
STD-0728,89.76,1
STD-0729,60.08,2
STD-0730,58.18,2
STD-0731,58.21,3
STD-0732,90.73,1
STD-0733,83.26,1
STD-0734,76.15,3
STD-0735,67.94,1
STD-0736,93.86,2
STD-0737,69.62,3
STD-0738,90.83,3
STD-0739,71.96,1
STD-0740,68.85,3
STD-0741,73.13,1
STD-0742,65.07,1
STD-0743,87.38,1
STD-0744,75.14,1
STD-0745,61.61,1
STD-0746,94.98,3
STD-0747,69.19,2
STD-0748,77.18,2
STD-0749,95.32,3
STD-0750,81.21,3
STD-0751,55.84,2
STD-0752,96.99,2
STD-0753,81.39,2
STD-0754,66.75,2
STD-0755,56.96,2
STD-0756,89.7,1
STD-0757,81.0,3
STD-0758,76.67,1
STD-0759,94.69,2
STD-0760,89.43,2
STD-0761,57.58,2
STD-0762,65.59,1
STD-0763,62.42,1
STD-0764,87.2,2
STD-0765,51.68,1
STD-0766,78.49,1
STD-0767,88.12,2
STD-0768,93.84,1
STD-0769,67.1,3
STD-0770,91.06,3
STD-0771,55.53,3
STD-0772,92.32,3
STD-0773,56.37,2
STD-0774,69.86,2
STD-0775,89.86,2
STD-0776,57.5,3
STD-0777,61.46,3
STD-0778,86.11,1
STD-0779,86.0,1
STD-0780,82.06,3
STD-0781,84.7,3
STD-0782,77.14,3
STD-0783,62.59,3
STD-0784,67.28,1
STD-0785,59.08,3
STD-0786,95.42,1
STD-0787,79.17,3
STD-0788,70.04,3
STD-0789,73.1,3
STD-0790,97.36,1
STD-0791,57.67,1
STD-0792,79.31,2
STD-0793,75.29,3
STD-0794,80.57,2
STD-0795,50.91,2
STD-0796,93.61,1
STD-0797,96.61,1
STD-0798,78.26,2
STD-0799,84.83,3
STD-0800,96.12,1
STD-0801,85.36,3
STD-0802,57.63,3
STD-0803,78.81,2
STD-0804,80.34,2
STD-0805,71.21,2
STD-0806,86.82,2
STD-0807,96.72,1
STD-0808,96.28,1
STD-0809,72.54,2
STD-0810,55.66,1
STD-0811,99.24,2
STD-0812,91.94,3
STD-0813,56.23,3
STD-0814,96.04,3
STD-0815,93.49,2
STD-0816,75.94,3
STD-0817,79.56,1
STD-0818,69.95,3
STD-0819,52.74,3
STD-0820,66.76,3
STD-0821,90.14,1
STD-0822,50.23,2
STD-0823,66.67,1
STD-0824,69.91,2
STD-0825,76.87,2
STD-0826,95.99,3
STD-0827,67.32,2
STD-0828,67.35,1
STD-0829,86.88,1
STD-0830,72.61,2
STD-0831,61.23,3
STD-0832,72.62,3
STD-0833,57.04,1
STD-0834,58.82,3
STD-0835,74.92,2
STD-0836,70.95,2
STD-0837,95.74,1
STD-0838,68.12,2
STD-0839,79.03,1
STD-0840,81.61,2
STD-0841,50.65,1
STD-0842,83.18,3
STD-0843,58.9,2
STD-0844,98.05,2
STD-0845,57.43,1
STD-0846,70.73,1
STD-0847,54.27,2
STD-0848,99.84,1
STD-0849,75.11,2
STD-0850,79.77,3
STD-0851,53.35,1
STD-0852,87.5,2
STD-0853,60.5,3
STD-0854,94.9,3
STD-0855,60.26,2
STD-0856,59.53,1
STD-0857,51.83,2
STD-0858,73.6,3
STD-0859,78.24,2
STD-0860,53.29,1
STD-0861,88.78,3
STD-0862,72.66,2
STD-0863,76.22,1
STD-0864,72.04,3
STD-0865,70.04,1
STD-0866,77.98,3
STD-0867,57.76,2
STD-0868,59.1,1
STD-0869,93.09,3
STD-0870,97.31,1
STD-0871,68.67,1
STD-0872,63.54,2
STD-0873,82.2,1
STD-0874,70.44,3
STD-0875,51.27,3
STD-0876,57.81,3
STD-0877,85.8,3
STD-0878,82.95,2
STD-0879,51.35,1
STD-0880,61.1,2
STD-0881,61.55,1
STD-0882,83.59,1
STD-0883,50.99,1
STD-0884,55.21,2
STD-0885,90.0,1
STD-0886,58.93,2
STD-0887,82.64,3
STD-0888,61.91,3
STD-0889,54.97,1
STD-0890,62.16,2
STD-0891,86.11,3
STD-0892,92.78,2
STD-0893,91.51,2
STD-0894,69.86,1
STD-0895,83.4,3
STD-0896,60.25,1
STD-0897,64.66,1
STD-0898,94.82,3
STD-0899,50.65,3
STD-0900,54.28,2
STD-0901,60.39,3
STD-0902,51.33,2
STD-0903,59.07,2
STD-0904,79.15,2
STD-0905,71.07,3
STD-0906,94.63,1
STD-0907,90.87,2
STD-0908,67.09,1
STD-0909,62.97,1
STD-0910,68.98,3
STD-0911,79.51,1
STD-0912,63.4,1
STD-0913,81.21,3
STD-0914,70.47,2
STD-0915,77.6,1
STD-0916,71.81,3
STD-0917,64.72,1
STD-0918,97.42,1
STD-0919,88.18,2
STD-0920,57.01,1
STD-0921,93.42,3
STD-0922,74.37,1
STD-0923,94.73,2
STD-0924,89.99,2
STD-0925,71.26,3
STD-0926,51.12,2
STD-0927,63.43,1
STD-0928,77.08,2
STD-0929,81.67,3
STD-0930,62.89,2
STD-0931,56.97,2
STD-0932,91.75,2
STD-0933,99.22,3
STD-0934,76.28,2
STD-0935,58.58,2
STD-0936,63.62,1
STD-0937,50.92,3
STD-0938,95.71,2
STD-0939,55.89,3
STD-0940,78.83,2
STD-0941,63.7,2
STD-0942,77.71,2
STD-0943,82.57,1
STD-0944,91.49,1
STD-0945,60.32,1
STD-0946,50.55,3
STD-0947,56.84,3
STD-0948,95.0,1
STD-0949,93.69,3
STD-0950,79.87,2
STD-0951,80.03,2
STD-0952,83.25,2
STD-0953,58.77,1
STD-0954,95.72,3
STD-0955,70.94,1
STD-0956,69.16,3
STD-0957,75.95,2
STD-0958,52.35,1
STD-0959,58.31,3
STD-0960,86.9,3
STD-0961,54.14,2
STD-0962,80.16,1
STD-0963,62.27,1
STD-0964,69.46,1
STD-0965,64.43,2
STD-0966,67.78,1
STD-0967,85.95,2
STD-0968,64.86,2
STD-0969,78.32,2
STD-0970,73.8,3
STD-0971,83.18,1
STD-0972,96.84,1
STD-0973,86.63,2
STD-0974,60.75,2
STD-0975,51.56,1
STD-0976,63.11,2
STD-0977,79.75,1
STD-0978,52.57,3
STD-0979,74.82,2
STD-0980,79.84,1
STD-0981,66.71,2
STD-0982,88.55,1
STD-0983,55.33,1
STD-0984,53.76,2
STD-0985,86.41,3
STD-0986,74.77,1
STD-0987,84.42,1
STD-0988,71.74,1
STD-0989,62.32,3
STD-0990,90.96,3
STD-0991,89.97,2
STD-0992,84.73,3
STD-0993,63.61,2
STD-0994,79.51,2
STD-0995,68.05,3
STD-0996,54.58,2
STD-0997,95.87,3
STD-0998,56.84,2
STD-0999,97.51,3
STD-1000,72.3,3
