StudentID,fees_due
STD-0264,0
STD-0265,0
STD-0266,50000
STD-0267,0
STD-0268,10000
STD-0269,0
STD-0270,20000
STD-0271,0
STD-0272,10000
STD-0273,10000
STD-0274,0
STD-0275,10000
STD-0276,10000
STD-0277,0
STD-0278,0
STD-0279,30000
STD-0280,10000
STD-0281,0
STD-0282,0
STD-0283,0
STD-0284,0
STD-0285,0
STD-0286,0
STD-0287,100000
STD-0288,0
STD-0289,0
STD-0290,0
STD-0291,0
STD-0292,10000
STD-0293,0
STD-0294,20000
STD-0295,10000
STD-0296,0
STD-0297,0
STD-0298,0
STD-0299,0
STD-0300,20000
STD-0301,0
STD-0302,20000
STD-0303,0
STD-0304,0
STD-0305,0
STD-0306,30000
STD-0307,0
STD-0308,0
STD-0309,20000
STD-0310,10000
STD-0311,50000
STD-0312,30000
STD-0313,0
STD-0314,0
STD-0315,50000
STD-0316,50000
STD-0317,0
STD-0318,0
STD-0319,0
STD-0320,0
STD-0321,10000
STD-0322,10000
STD-0323,0
STD-0324,0
STD-0325,50000
STD-0326,0
STD-0327,10000
STD-0328,10000
STD-0329,0
STD-0330,10000
STD-0331,30000
STD-0332,10000
STD-0333,50000
STD-0334,0
STD-0335,0
STD-0336,0
STD-0337,0
STD-0338,0
STD-0339,0
STD-0340,0
STD-0341,10000
STD-0342,10000
STD-0343,0
STD-0344,0
STD-0345,75000
STD-0346,30000
STD-0347,20000
STD-0348,0
STD-0349,75000
STD-0350,0
STD-0351,0
STD-0352,10000
STD-0353,0
STD-0354,0
STD-0355,50000
STD-0356,30000
STD-0357,0
STD-0358,20000
STD-0359,50000
STD-0360,50000
STD-0361,0
STD-0362,0
STD-0363,50000
STD-0364,0
STD-0365,10000
STD-0366,30000
STD-0367,20000
STD-0368,10000
STD-0369,0
STD-0370,10000
STD-0371,50000
STD-0372,0
STD-0373,10000
STD-0374,0
STD-0375,0
STD-0376,10000
STD-0377,100000
STD-0378,0
STD-0379,10000
STD-0380,0
STD-0381,75000
STD-0382,0
STD-0383,20000
STD-0384,0
STD-0385,10000
STD-0386,50000
STD-0387,0
STD-0388,0
STD-0389,0
STD-0390,10000
STD-0391,75000
STD-0392,10000
STD-0393,0
STD-0394,0
STD-0395,30000
STD-0396,75000
STD-0397,20000
STD-0398,10000
STD-0399,50000
STD-0400,0
STD-0401,0
STD-0402,10000
STD-0403,0
STD-0404,0
STD-0405,50000
STD-0406,20000
STD-0407,0
STD-0408,10000
STD-0409,30000
STD-0410,0
STD-0411,0
STD-0412,0
STD-0413,0
STD-0414,10000
STD-0415,0
STD-0416,30000
STD-0417,20000
STD-0418,20000
STD-0419,10000
STD-0420,0
STD-0421,0
STD-0422,10000
STD-0423,30000
STD-0424,10000
STD-0425,0
STD-0426,10000
STD-0427,0
STD-0428,0
STD-0429,0
STD-0430,0
STD-0431,0
STD-0432,20000
STD-0433,0
STD-0434,0
STD-0435,30000
STD-0436,50000
STD-0437,75000
STD-0438,0
STD-0439,0
STD-0440,0
STD-0441,0
STD-0442,0
STD-0443,0
STD-0444,0
STD-0445,30000
STD-0446,30000
STD-0447,0
STD-0448,10000
STD-0449,0
STD-0450,75000
STD-0451,0
STD-0452,30000
STD-0453,10000
STD-0454,30000
STD-0455,0
STD-0456,0
STD-0457,10000
STD-0458,50000
STD-0459,0
STD-0460,0
STD-0461,0
STD-0462,10000
STD-0463,0
STD-0464,0
STD-0465,75000
STD-0466,0
STD-0467,0
STD-0468,10000
STD-0469,0
STD-0470,10000
STD-0471,20000
STD-0472,10000
STD-0473,30000
STD-0474,30000
STD-0475,30000
STD-0476,0
STD-0477,100000
STD-0478,0
STD-0479,10000
STD-0480,0
STD-0481,20000
STD-0482,10000
STD-0483,0
STD-0484,30000
STD-0485,0
STD-0486,20000
STD-0487,30000
STD-0488,0
STD-0489,0
STD-0490,0
STD-0491,0
STD-0492,0
STD-0493,0
STD-0494,30000
STD-0495,0
STD-0496,100000
STD-0497,0
STD-0498,0
STD-0499,0
STD-0500,0
STD-0501,0
STD-0502,0
STD-0503,0
STD-0504,0
STD-0505,0
STD-0506,10000
STD-0507,30000
STD-0508,10000
STD-0509,0
STD-0510,20000
STD-0511,10000
STD-0512,0
STD-0513,50000
STD-0514,10000
STD-0515,0
STD-0516,0
STD-0517,10000
STD-0518,0
STD-0519,10000
STD-0520,50000
STD-0521,30000
STD-0522,0
STD-0523,20000
STD-0524,30000
STD-0525,10000
STD-0526,20000
STD-0527,10000
STD-0528,30000
STD-0529,10000
STD-0530,10000
STD-0531,0
STD-0532,20000
STD-0533,0
STD-0534,10000
STD-0535,20000
STD-0536,30000
STD-0537,0
STD-0538,0
STD-0539,20000
STD-0540,0
STD-0541,0
STD-0542,0
STD-0543,0
STD-0544,0
STD-0545,0
STD-0546,50000
STD-0547,50000
STD-0548,20000
STD-0549,0
STD-0550,30000
STD-0551,10000
STD-0552,20000
STD-0553,0
STD-0554,0
STD-0555,20000
STD-0556,0
STD-0557,20000
STD-0558,10000
STD-0559,10000
STD-0560,20000
STD-0561,0
STD-0562,0
STD-0563,10000
STD-0564,30000
STD-0565,10000
STD-0566,10000
STD-0567,0
STD-0568,0
STD-0569,0
STD-0570,0
STD-0571,50000
STD-0572,10000
STD-0573,50000
STD-0574,10000
STD-0575,20000
STD-0576,10000
STD-0577,10000
STD-0578,0
STD-0579,0
STD-0580,10000
STD-0581,10000
STD-0582,0
STD-0583,30000
STD-0584,0
STD-0585,20000
STD-0586,50000
STD-0587,0
STD-0588,0
STD-0589,30000
STD-0590,0
STD-0591,0
STD-0592,20000
STD-0593,0
STD-0594,0
STD-0595,10000
STD-0596,20000
STD-0597,10000
STD-0598,0
STD-0599,30000
STD-0600,0
STD-0601,20000
STD-0602,0
STD-0603,0
STD-0604,0
STD-0605,0
STD-0606,100000
STD-0607,10000
STD-0608,0
STD-0609,0
STD-0610,10000
STD-0611,0
STD-0612,0
STD-0613,10000
STD-0614,0
STD-0615,0
STD-0616,0
STD-0617,0
STD-0618,10000
STD-0619,0
STD-0620,10000
STD-0621,50000
STD-0622,0
STD-0623,10000
STD-0624,0
STD-0625,30000
STD-0626,10000
STD-0627,30000
STD-0628,0
STD-0629,30000
STD-0630,0
STD-0631,20000
STD-0632,10000
STD-0633,50000
STD-0634,10000
STD-0635,30000
STD-0636,10000
STD-0637,0
STD-0638,0
STD-0639,0
STD-0640,0
STD-0641,10000
STD-0642,0
STD-0643,0
STD-0644,10000
STD-0645,10000
STD-0646,20000
STD-0647,50000
STD-0648,0
STD-0649,0
STD-0650,0
STD-0651,10000
STD-0652,50000
STD-0653,20000
STD-0654,0
STD-0655,0
STD-0656,20000
STD-0657,0
STD-0658,20000
STD-0659,0
STD-0660,0
STD-0661,50000
STD-0662,0
STD-0663,10000
STD-0664,30000
STD-0665,100000
STD-0666,10000
STD-0667,0
STD-0668,50000
STD-0669,50000
STD-0670,0
STD-0671,10000
STD-0672,50000
STD-0673,30000
STD-0674,50000
STD-0675,10000
STD-0676,30000
STD-0677,0
STD-0678,0
STD-0679,30000
STD-0680,10000
STD-0681,30000
STD-0682,0
STD-0683,10000
STD-0684,10000
STD-0685,30000
STD-0686,0
STD-0687,20000
STD-0688,0
STD-0689,10000
STD-0690,10000
STD-0691,0
STD-0692,10000
STD-0693,0
STD-0694,10000
STD-0695,0
STD-0696,0
STD-0697,10000
STD-0698,0
STD-0699,10000
STD-0700,10000
STD-0701,20000
STD-0702,50000
STD-0703,75000
STD-0704,0
STD-0705,0
STD-0706,20000
STD-0707,10000
STD-0708,0
STD-0709,30000
STD-0710,0
STD-0711,50000
STD-0712,0
STD-0713,0
STD-0714,0
STD-0715,0
STD-0716,30000
STD-0717,0
STD-0718,30000
STD-0719,20000
STD-0720,0
STD-0721,0
STD-0722,50000
STD-0723,20000
STD-0724,20000
STD-0725,30000
STD-0726,0
STD-0727,0
STD-0728,20000
STD-0729,50000
STD-0730,50000
STD-0731,0
STD-0732,0
STD-0733,10000
STD-0734,10000
STD-0735,0
STD-0736,20000
STD-0737,0
STD-0738,50000
STD-0739,10000
STD-0740,0
STD-0741,0
STD-0742,10000
STD-0743,0
STD-0744,0
STD-0745,0
STD-0746,20000
STD-0747,0
STD-0748,0
STD-0749,0
STD-0750,10000
STD-0751,0
STD-0752,0
STD-0753,10000
STD-0754,0
STD-0755,50000
STD-0756,0
STD-0757,10000
STD-0758,10000
STD-0759,10000
STD-0760,0
STD-0761,10000
STD-0762,0
STD-0763,0
STD-0764,0
STD-0765,0
STD-0766,0
STD-0767,0
STD-0768,0
STD-0769,0
STD-0770,10000
STD-0771,30000
STD-0772,0
STD-0773,20000
STD-0774,75000
STD-0775,0
STD-0776,0
STD-0777,10000
STD-0778,30000
STD-0779,0
STD-0780,0
STD-0781,50000
STD-0782,50000
STD-0783,10000
STD-0784,0
STD-0785,20000
STD-0786,20000
STD-0787,0
STD-0788,50000
STD-0789,100000
STD-0790,0
STD-0791,0
STD-0792,10000
STD-0793,10000
STD-0794,0
STD-0795,0
STD-0796,75000
STD-0797,10000
STD-0798,0
STD-0799,20000
STD-0800,0
STD-0801,10000
STD-0802,0
STD-0803,0
STD-0804,20000
STD-0805,0
STD-0806,0
STD-0807,0
STD-0808,0
STD-0809,50000
STD-0810,10000
STD-0811,10000
STD-0812,0
STD-0813,0
STD-0814,0
STD-0815,50000
STD-0816,10000
STD-0817,0
STD-0818,10000
STD-0819,0
STD-0820,30000
STD-0821,10000
STD-0822,0
STD-0823,0
STD-0824,0
STD-0825,0
STD-0826,0
STD-0827,0
STD-0828,75000
STD-0829,30000
STD-0830,10000
STD-0831,30000
STD-0832,20000
STD-0833,50000
STD-0834,0
STD-0835,30000
STD-0836,10000
STD-0837,0
STD-0838,0
STD-0839,50000
STD-0840,20000
STD-0841,0
STD-0842,10000
STD-0843,0
STD-0844,10000
STD-0845,50000
STD-0846,75000
STD-0847,0
STD-0848,0
STD-0849,0
STD-0850,0
STD-0851,0
STD-0852,0
STD-0853,10000
STD-0854,0
STD-0855,0
STD-0856,50000
STD-0857,20000
STD-0858,0
STD-0859,30000
STD-0860,0
STD-0861,50000
STD-0862,50000
STD-0863,20000
STD-0864,30000
STD-0865,30000
STD-0866,10000
STD-0867,20000
STD-0868,0
STD-0869,100000
STD-0870,0
STD-0871,10000
STD-0872,20000
STD-0873,20000
STD-0874,0
STD-0875,0
STD-0876,0
STD-0877,0
STD-0878,10000
STD-0879,30000
STD-0880,50000
STD-0881,0
STD-0882,30000
STD-0883,0
STD-0884,0
STD-0885,0
STD-0886,20000
STD-0887,0
STD-0888,0
STD-0889,100000
STD-0890,20000
STD-0891,10000
STD-0892,0
STD-0893,10000
STD-0894,0
STD-0895,0
STD-0896,0
STD-0897,0
STD-0898,0
STD-0899,0
STD-0900,10000
STD-0901,0
STD-0902,0
STD-0903,0
STD-0904,0
STD-0905,100000
STD-0906,0
STD-0907,0
STD-0908,0
STD-0909,10000
STD-0910,0
STD-0911,10000
STD-0912,20000
STD-0913,0
STD-0914,75000
STD-0915,0
STD-0916,0
STD-0917,0
STD-0918,20000
STD-0919,50000
STD-0920,10000
STD-0921,50000
STD-0922,30000
STD-0923,50000
STD-0924,0
STD-0925,0
STD-0926,100000
STD-0927,10000
STD-0928,0
STD-0929,30000
STD-0930,0
STD-0931,0
STD-0932,10000
STD-0933,30000
STD-0934,0
STD-0935,0
STD-0936,20000
STD-0937,20000
STD-0938,0
STD-0939,10000
STD-0940,0
STD-0941,20000
STD-0942,30000
STD-0943,0
STD-0944,10000
STD-0945,10000
STD-0946,0
STD-0947,0
STD-0948,0
STD-0949,0
STD-0950,20000
STD-0951,0
STD-0952,20000
STD-0953,20000
STD-0954,0
STD-0955,0
STD-0956,0
STD-0957,30000
STD-0958,50000
STD-0959,50000
STD-0960,0
STD-0961,30000
STD-0962,0
STD-0963,10000
STD-0964,0
STD-0965,0
STD-0966,50000
STD-0967,0
STD-0968,0
STD-0969,10000
STD-0970,0
STD-0971,0
STD-0972,30000
STD-0973,10000
STD-0974,0
STD-0975,0
STD-0976,0
STD-0977,10000
STD-0978,0
STD-0979,20000
STD-0980,10000
STD-0981,75000
STD-0982,0
STD-0983,0
STD-0984,0
STD-0985,0
STD-0986,10000
STD-0987,20000
STD-0988,0
STD-0989,50000
STD-0990,0
STD-0991,0
STD-0992,30000
STD-0993,30000
STD-0994,0
STD-0995,20000
STD-0996,0
STD-0997,0
STD-0998,0
STD-0999,30000
STD-1000,20000
