StudentID,attendance,marks,attempts,fees_due,did_dropout
STD-0048,99.83,64.22,3,0,0
STD-0049,74.48,80.95,2,0,0
STD-0050,78.95,82.95,1,30000,0
STD-0051,90.72,85.0,2,20000,0
STD-0052,69.97,86.58,1,0,0
STD-0053,79.19,87.28,3,0,0
STD-0054,100.0,85.86,1,0,0
STD-0055,72.54,95.55,1,20000,0
STD-0056,74.83,69.09,1,10000,0
STD-0057,76.67,78.15,1,0,0
STD-0058,94.09,58.68,1,0,0
STD-0059,83.62,96.1,1,0,0
STD-0060,97.62,77.46,1,10000,0
STD-0061,77.36,99.39,1,0,0
STD-0062,85.03,86.54,1,0,0
STD-0063,75.69,67.42,1,0,0
STD-0064,96.11,81.39,1,0,0
STD-0065,99.32,84.5,2,10000,0
STD-0066,88.15,83.01,1,0,0
STD-0067,87.38,77.58,1,20000,0
STD-0068,100.0,72.13,1,20000,0
STD-0069,83.47,75.29,1,0,0
STD-0070,85.89,78.18,1,10000,0
STD-0071,77.07,66.78,1,10000,0
STD-0072,83.58,72.51,1,0,0
STD-0073,86.83,65.25,1,0,0
STD-0074,79.48,80.41,2,0,0
STD-0075,92.4,100.0,1,0,0
STD-0076,82.77,81.27,2,0,0
STD-0077,76.81,80.28,3,0,0
STD-0078,78.16,47.37,1,10000,1
STD-0079,76.01,79.3,1,0,0
STD-0080,86.06,78.94,3,0,0
STD-0081,97.52,54.59,1,20000,0
STD-0082,86.73,100.0,1,0,0
STD-0083,71.81,73.39,1,0,0
STD-0084,93.27,80.49,1,10000,0
STD-0085,91.67,68.03,1,0,0
STD-0086,79.99,76.36,1,0,0
STD-0087,78.91,93.13,3,30000,0
STD-0088,94.23,84.26,3,0,0
STD-0089,94.76,70.04,1,0,0
STD-0090,95.93,85.11,1,20000,0
STD-0091,77.51,96.11,1,10000,0
STD-0092,100.0,53.81,3,10000,0
STD-0093,98.93,72.26,3,0,0
STD-0094,79.36,74.44,1,0,0
STD-0095,87.41,62.81,1,0,0
STD-0096,82.41,67.78,1,0,0
STD-0097,76.32,83.1,3,10000,0
STD-0098,76.88,56.73,2,0,0
STD-0099,84.13,68.39,3,0,0
STD-0100,100.0,72.25,1,0,0
STD-0101,100.0,61.81,2,30000,0
STD-0102,81.34,65.71,2,0,0
STD-0103,99.4,89.46,2,0,0
STD-0104,92.67,71.42,2,0,0
STD-0105,83.15,80.23,1,0,0
STD-0106,84.0,86.98,1,10000,0
STD-0107,76.47,92.08,1,0,0
STD-0108,77.85,87.12,2,0,0
STD-0109,100.0,78.78,2,0,0
STD-0110,73.35,83.29,1,0,0
STD-0111,86.53,83.78,1,30000,0
STD-0112,87.64,60.24,1,0,0
STD-0113,88.52,75.49,2,0,0
STD-0114,98.99,71.14,1,20000,0
STD-0115,85.17,71.5,2,20000,0
STD-0116,84.17,79.42,2,0,0
STD-0117,81.26,68.14,2,30000,0
STD-0118,98.2,53.19,1,0,0
STD-0119,67.49,72.39,1,50000,0
STD-0120,97.13,60.61,1,0,0
STD-0121,75.0,65.93,3,0,0
STD-0122,100.0,60.83,2,20000,0
STD-0123,100.0,58.71,1,0,0
STD-0124,100.0,80.31,1,20000,0
STD-0125,80.64,91.6,3,0,0
STD-0126,75.95,65.66,1,0,0
STD-0127,96.73,80.79,1,0,0
STD-0128,79.02,89.54,3,10000,0
STD-0129,89.25,76.78,3,20000,0
STD-0130,70.88,70.55,1,0,0
STD-0131,80.59,66.39,1,10000,0
STD-0132,85.04,72.11,1,0,0
STD-0133,88.14,83.95,3,10000,0
STD-0134,83.12,70.7,3,0,0
STD-0135,73.67,72.71,2,0,0
STD-0136,79.58,71.48,1,10000,0
STD-0137,66.72,87.98,1,10000,0
STD-0138,90.47,100.0,3,0,0
STD-0139,95.11,61.99,1,0,0
STD-0140,90.16,79.11,1,0,0
STD-0141,83.53,79.66,3,10000,0
STD-0142,75.13,72.28,1,0,0
STD-0143,94.28,45.98,3,0,0
STD-0144,92.51,85.62,2,0,0
STD-0145,74.47,67.3,1,0,0
STD-0146,81.74,77.81,1,0,0
STD-0147,85.9,79.81,1,0,0
STD-0148,84.81,73.83,1,0,0
STD-0149,95.96,70.68,1,0,0
STD-0150,87.8,72.1,1,10000,0
STD-0151,93.96,59.26,1,10000,0
STD-0152,87.75,67.78,3,10000,0
STD-0153,83.7,79.64,2,0,0
STD-0154,93.2,70.21,2,0,0
STD-0155,98.88,80.57,1,20000,0
STD-0156,89.82,100.0,3,50000,0
STD-0157,96.61,100.0,1,0,0
STD-0158,84.77,70.75,2,0,0
STD-0159,82.16,74.11,1,20000,0
STD-0160,84.35,91.22,2,0,0
STD-0161,76.43,65.02,3,0,0
STD-0162,83.11,54.71,3,0,0
STD-0163,94.25,79.3,2,10000,0
STD-0164,78.09,76.88,1,0,0
STD-0165,100.0,100.0,1,0,0
STD-0166,71.44,55.39,1,0,0
STD-0167,84.15,75.09,1,20000,0
STD-0168,94.35,100.0,1,0,0
STD-0169,95.1,56.99,1,30000,0
STD-0170,86.02,76.96,1,0,0
STD-0171,96.8,80.69,1,0,0
STD-0172,77.09,93.37,1,0,0
STD-0173,75.79,77.92,2,30000,0
STD-0174,83.4,57.58,3,0,0
STD-0175,75.67,73.18,2,0,0
STD-0176,92.53,70.04,1,30000,0
STD-0177,95.91,93.07,1,0,0
STD-0178,76.06,87.35,2,0,0
STD-0179,91.16,81.23,1,50000,0
STD-0180,82.55,72.18,2,0,0
STD-0181,91.77,73.16,2,10000,0
STD-0182,90.69,58.23,1,10000,0
STD-0183,99.26,56.33,3,0,0
STD-0184,85.86,61.56,1,75000,0
STD-0185,69.56,80.2,1,0,0
STD-0186,93.7,79.06,3,0,0
STD-0187,77.51,67.24,1,0,0
STD-0188,83.15,64.15,1,0,0
STD-0189,75.15,81.88,1,0,0
STD-0190,97.81,57.23,1,0,0
STD-0191,89.19,73.81,2,20000,0
STD-0192,92.54,76.93,1,0,0
STD-0193,100.0,85.59,1,0,0
STD-0194,75.51,59.47,1,0,0
STD-0195,90.87,75.48,1,0,0
STD-0196,78.75,62.77,2,10000,0
STD-0197,79.37,65.68,1,0,0
STD-0198,97.19,69.67,1,20000,0
STD-0199,91.05,65.92,1,10000,0
STD-0200,82.29,70.66,1,10000,0
STD-0201,77.23,92.99,1,10000,0
STD-0202,78.68,79.99,1,20000,0
STD-0203,93.1,80.18,1,0,0
STD-0204,82.6,71.99,1,0,0
STD-0205,79.89,83.29,1,10000,0
STD-0206,97.84,92.06,1,0,0
STD-0207,88.14,59.95,1,30000,0
STD-0208,78.25,80.58,1,0,0
STD-0209,99.09,83.07,1,0,0
STD-0210,79.66,97.03,1,20000,0
STD-0211,90.97,76.29,3,75000,0
STD-0212,78.36,60.7,1,10000,0
STD-0213,93.65,55.55,2,0,0
STD-0214,81.68,68.92,1,30000,0
STD-0215,95.33,81.05,1,0,0
STD-0216,92.57,70.95,1,0,0
STD-0217,97.89,75.16,1,75000,0
STD-0218,88.19,70.04,1,20000,0
STD-0219,94.04,79.13,1,10000,0
STD-0220,100.0,72.02,1,10000,0
STD-0221,82.4,73.05,1,10000,0
STD-0222,83.0,88.82,2,0,0
STD-0223,81.17,79.31,2,0,0
STD-0224,55.59,58.08,1,0,0
STD-0225,89.49,69.19,3,30000,0
STD-0226,82.09,73.23,1,0,0
STD-0227,68.76,77.09,3,0,0
STD-0228,91.08,41.03,1,10000,1
STD-0229,82.04,78.65,1,10000,0
STD-0230,77.77,82.68,1,0,0
STD-0231,93.87,79.08,1,0,0
STD-0232,90.42,71.52,1,10000,0
STD-0233,98.59,67.25,1,0,0
STD-0234,81.9,60.38,1,10000,0
STD-0235,84.7,62.59,1,0,0
STD-0236,71.83,93.33,1,10000,0
STD-0237,80.54,68.79,3,50000,0
STD-0238,96.84,82.22,1,0,0
STD-0239,87.89,93.84,1,20000,0
STD-0240,87.75,77.3,1,20000,0
STD-0241,85.89,69.57,1,0,0
STD-0242,89.92,85.06,1,0,0
STD-0243,68.01,78.31,3,30000,0
STD-0244,61.38,58.26,1,20000,0
STD-0245,88.22,74.43,3,0,0
STD-0246,87.71,87.34,3,10000,0
STD-0247,84.62,74.99,1,0,0
STD-0248,93.55,69.25,1,0,0
STD-0249,84.76,83.75,2,0,0
STD-0250,75.45,67.05,1,20000,0
STD-0251,93.12,66.11,1,10000,0
STD-0252,76.79,87.37,2,10000,0
STD-0253,80.85,44.61,1,10000,1
STD-0254,96.91,77.39,3,0,0
STD-0255,77.22,82.74,3,0,0
STD-0256,71.63,87.47,3,0,0
STD-0257,78.18,67.62,1,0,0
STD-0258,84.24,63.04,1,0,0
STD-0259,74.99,53.74,1,0,0
STD-0260,95.97,80.88,1,75000,1
STD-0261,78.31,81.11,1,30000,0
STD-0262,78.38,84.55,2,0,0
STD-0263,72.38,84.05,1,10000,0
STD-0264,83.2,90.5,1,0,0
STD-0265,66.37,78.2,1,20000,0
STD-0266,61.6,100.0,2,20000,0
STD-0267,90.78,88.2,1,0,0
STD-0268,87.8,78.59,1,10000,0
STD-0269,87.89,79.75,1,10000,0
STD-0270,75.35,86.12,1,30000,0
STD-0271,97.84,50.39,1,10000,0
STD-0272,71.43,57.11,2,0,0
STD-0273,92.37,71.12,1,0,0
STD-0274,57.88,57.02,1,0,1
STD-0275,90.93,84.1,1,10000,0
STD-0276,100.0,73.23,1,30000,0
STD-0277,75.37,62.6,3,50000,0
STD-0278,77.48,71.42,1,20000,0
STD-0279,90.48,96.23,1,0,0
STD-0280,93.88,67.02,1,10000,0
STD-0281,84.81,80.97,1,20000,0
STD-0282,100.0,68.42,1,0,0
STD-0283,72.7,68.98,1,10000,0
STD-0284,92.13,83.42,3,0,0
STD-0285,80.91,90.56,3,0,0
STD-0286,68.83,69.38,3,30000,0
STD-0287,89.59,77.16,3,0,0
STD-0288,80.28,84.58,1,0,0
STD-0289,88.39,78.23,2,0,0
STD-0290,72.14,86.03,2,0,0
STD-0291,76.57,77.4,2,0,0
STD-0292,70.49,73.83,1,0,0
STD-0293,85.58,83.1,2,0,0
STD-0294,89.56,80.3,1,0,0
STD-0295,90.73,83.27,1,0,0
STD-0296,79.37,62.49,1,0,0
STD-0297,62.66,78.19,1,0,0
STD-0298,89.06,98.41,2,0,0
STD-0299,92.87,70.13,1,10000,0
STD-0300,92.73,59.35,2,0,0
STD-0301,83.87,98.31,1,10000,0
STD-0302,86.34,74.11,1,0,0
STD-0303,81.12,46.12,1,10000,0
STD-0304,92.5,73.02,1,0,0
STD-0305,80.72,76.42,1,0,0
STD-0306,99.85,70.23,1,50000,0
STD-0307,74.09,91.4,3,0,0
STD-0308,61.17,67.16,2,0,0
STD-0309,89.81,81.96,2,10000,0
STD-0310,95.63,85.42,3,10000,0
STD-0311,83.44,73.91,1,0,0
STD-0312,93.92,61.31,1,0,0
STD-0313,85.85,72.68,1,0,0
STD-0314,88.07,66.22,1,10000,0
STD-0315,79.05,73.14,1,0,0
STD-0316,66.29,67.06,2,50000,0
STD-0317,88.83,84.06,1,0,0
STD-0318,75.99,79.07,1,0,0
STD-0319,66.63,53.16,1,10000,0
STD-0320,86.05,69.27,1,10000,0
STD-0321,89.44,81.99,1,50000,0
STD-0322,97.43,59.11,1,0,0
STD-0323,100.0,60.61,1,0,0
STD-0324,100.0,55.25,1,0,0
STD-0325,79.91,68.42,2,0,0
STD-0326,87.06,61.08,1,30000,0
STD-0327,73.08,37.82,1,0,0
STD-0328,87.26,66.92,1,30000,0
STD-0329,95.58,71.57,1,0,0
STD-0330,80.3,64.95,2,10000,0
STD-0331,74.48,70.53,1,0,0
STD-0332,78.03,76.66,1,0,0
STD-0333,83.73,74.93,1,0,0
STD-0334,70.41,66.98,1,0,0
STD-0335,88.75,80.56,1,0,0
STD-0336,94.35,56.29,2,0,0
STD-0337,83.79,82.18,3,0,0
STD-0338,81.06,75.28,1,20000,0
STD-0339,79.66,57.85,3,10000,0
STD-0340,83.57,63.38,2,10000,0
STD-0341,80.77,98.71,1,30000,0
STD-0342,78.37,91.97,3,20000,0
STD-0343,86.69,69.45,2,10000,0
STD-0344,82.52,83.03,2,10000,0
STD-0345,100.0,77.85,1,0,0
STD-0346,90.85,77.16,1,50000,0
STD-0347,85.33,58.26,1,30000,0
STD-0348,82.28,86.93,3,0,0
STD-0349,90.83,52.67,2,0,0
STD-0350,89.28,69.05,1,0,0
STD-0351,75.53,68.76,3,10000,0
STD-0352,73.72,54.69,3,10000,0
STD-0353,97.81,96.22,1,0,0
STD-0354,89.68,81.46,2,0,0
STD-0355,75.08,87.81,1,0,0
STD-0356,86.41,44.13,1,10000,0
STD-0357,87.78,80.86,1,0,0
STD-0358,89.34,81.37,2,0,0
STD-0359,74.23,59.78,2,0,0
STD-0360,70.17,95.81,1,75000,0
STD-0361,92.33,92.94,1,0,0
STD-0362,89.82,61.51,1,0,0
STD-0363,83.46,55.64,1,20000,0
STD-0364,76.2,55.52,3,0,0
STD-0365,98.24,66.35,2,10000,0
STD-0366,82.39,47.51,2,0,0
STD-0367,69.77,44.89,1,0,1
STD-0368,65.24,100.0,3,0,0
STD-0369,76.86,87.09,1,0,0
STD-0370,62.76,100.0,1,0,0
STD-0371,90.11,63.13,1,0,0
STD-0372,76.59,80.42,3,10000,0
STD-0373,88.22,76.47,1,0,0
STD-0374,98.89,78.21,3,10000,0
STD-0375,84.01,46.6,2,10000,0
STD-0376,86.01,86.6,1,0,0
STD-0377,87.11,97.69,1,20000,0
STD-0378,75.89,73.99,2,0,0
STD-0379,95.32,84.73,1,10000,0
STD-0380,75.35,99.61,1,20000,0
STD-0381,79.95,47.89,1,75000,0
STD-0382,85.93,80.98,1,75000,0
STD-0383,93.56,97.39,1,0,0
STD-0384,79.9,78.6,1,10000,0
STD-0385,90.01,75.06,1,20000,0
STD-0386,91.59,88.44,1,20000,0
STD-0387,83.63,72.29,1,0,0
STD-0388,75.06,88.54,3,10000,0
STD-0389,88.62,93.64,1,30000,0
STD-0390,84.4,98.62,1,0,0
STD-0391,84.41,74.35,1,10000,0
STD-0392,92.99,66.33,3,0,0
STD-0393,92.83,60.52,3,20000,0
STD-0394,90.25,83.9,1,0,0
STD-0395,97.14,67.98,1,10000,0
STD-0396,89.52,63.63,1,0,0
STD-0397,96.4,100.0,1,30000,0
STD-0398,64.54,91.77,3,0,0
STD-0399,87.06,91.51,1,0,0
STD-0400,80.31,70.9,1,0,0
STD-0401,77.64,69.47,1,0,0
STD-0402,71.92,74.81,1,10000,0
STD-0403,83.15,81.72,1,10000,0
STD-0404,78.4,95.27,1,0,0
STD-0405,91.99,87.21,3,75000,1
STD-0406,90.43,88.38,1,30000,0
STD-0407,86.22,45.8,3,10000,0
STD-0408,96.62,88.89,1,0,0
STD-0409,79.11,88.76,1,20000,0
STD-0410,77.03,98.9,1,0,0
STD-0411,83.56,48.62,1,10000,1
STD-0412,81.8,78.4,1,0,0
STD-0413,75.09,78.9,1,30000,0
STD-0414,86.86,64.4,3,75000,1
STD-0415,77.43,74.28,1,0,0
STD-0416,71.83,71.47,3,10000,0
STD-0417,90.41,60.16,3,30000,0
STD-0418,86.92,71.73,1,0,0
STD-0419,76.37,67.28,3,20000,0
STD-0420,90.7,100.0,1,0,0
STD-0421,100.0,95.69,3,10000,0
STD-0422,69.15,55.05,1,0,0
STD-0423,75.98,68.06,1,10000,0
STD-0424,100.0,72.78,1,10000,0
STD-0425,82.97,100.0,1,0,0
STD-0426,100.0,88.19,2,0,0
STD-0427,65.82,61.56,1,10000,0
STD-0428,93.66,53.83,1,10000,0
STD-0429,73.13,75.77,1,0,0
STD-0430,87.08,69.35,1,0,0
STD-0431,92.78,97.55,1,10000,0
STD-0432,77.44,63.14,1,0,0
STD-0433,93.28,70.15,1,0,0
STD-0434,77.9,83.79,3,0,0
STD-0435,84.18,77.76,1,0,0
STD-0436,81.14,96.62,1,0,0
STD-0437,99.5,47.32,2,0,0
STD-0438,90.21,65.22,2,0,0
STD-0439,70.27,81.69,1,0,0
STD-0440,80.35,72.84,1,20000,0
STD-0441,89.72,81.61,3,10000,0
STD-0442,90.37,52.02,1,0,0
STD-0443,83.41,53.67,1,0,0
STD-0444,95.65,74.07,1,10000,0
STD-0445,93.2,89.08,2,20000,0
STD-0446,65.77,75.57,1,10000,0
STD-0447,85.53,74.71,3,50000,0
STD-0448,66.73,69.83,2,10000,0
STD-0449,89.77,78.8,1,20000,0
STD-0450,80.91,54.21,1,10000,0
STD-0451,74.25,64.73,1,10000,0
STD-0452,76.97,93.44,1,0,0
STD-0453,62.25,94.53,3,0,0
STD-0454,78.37,85.61,1,10000,0
STD-0455,75.45,91.46,1,0,0
STD-0456,74.99,83.63,2,0,0
STD-0457,67.94,55.91,1,0,0
STD-0458,87.0,100.0,3,10000,0
STD-0459,96.32,69.49,1,0,0
STD-0460,89.76,86.35,1,75000,1
STD-0461,67.97,77.73,3,20000,0
STD-0462,79.64,96.8,1,0,0
STD-0463,94.58,82.9,1,10000,0
STD-0464,89.35,79.08,2,0,0
STD-0465,95.91,73.07,1,0,0
STD-0466,100.0,95.79,1,0,0
STD-0467,84.91,57.03,1,0,0
STD-0468,93.75,82.8,1,0,0
STD-0469,80.6,85.52,3,0,0
STD-0470,73.59,70.97,3,0,0
STD-0471,99.55,94.61,3,0,0
STD-0472,100.0,56.04,2,0,0
STD-0473,78.36,86.66,1,0,0
STD-0474,96.09,100.0,1,50000,0
STD-0475,77.32,86.18,1,10000,0
STD-0476,88.75,99.17,1,0,0
STD-0477,75.73,95.85,3,0,0
STD-0478,80.42,67.15,1,0,0
STD-0479,78.47,91.0,1,0,0
STD-0480,87.11,91.87,1,0,0
STD-0481,84.77,93.89,1,10000,0
STD-0482,94.62,63.84,1,0,0
STD-0483,100.0,100.0,1,10000,0
STD-0484,85.75,75.72,3,0,0
STD-0485,74.03,75.38,1,0,0
STD-0486,95.81,96.42,1,20000,0
STD-0487,82.62,79.41,2,0,0
STD-0488,76.4,51.04,1,0,0
STD-0489,75.06,92.79,1,0,0
STD-0490,87.32,44.14,1,0,0
STD-0491,89.84,82.81,1,10000,0
STD-0492,83.13,79.11,1,0,0
STD-0493,86.87,89.67,1,10000,0
STD-0494,84.17,55.96,1,10000,0
STD-0495,99.83,86.53,1,0,0
STD-0496,77.3,81.28,1,30000,0
STD-0497,87.81,47.81,3,0,1
STD-0498,98.96,52.6,1,0,0
STD-0499,100.0,93.01,1,10000,0
STD-0500,88.17,56.49,1,10000,0
STD-0501,67.76,79.8,1,0,0
STD-0502,85.78,98.94,3,0,0
STD-0503,83.53,51.67,2,0,0
STD-0504,80.04,66.52,1,0,0
STD-0505,82.67,57.38,2,0,0
STD-0506,75.32,66.65,2,0,0
STD-0507,85.22,58.5,1,10000,0
STD-0508,100.0,79.03,2,0,0
STD-0509,91.6,59.48,1,10000,0
STD-0510,78.46,66.94,3,20000,0
STD-0511,77.33,63.16,2,0,0
STD-0512,80.48,63.51,1,30000,0
STD-0513,84.96,72.15,1,10000,0
STD-0514,69.97,96.93,1,0,0
STD-0515,86.38,75.36,3,0,0
STD-0516,87.59,72.41,2,10000,0
STD-0517,60.78,68.34,2,10000,0
STD-0518,89.57,80.42,1,30000,0
STD-0519,87.03,66.12,3,10000,0
STD-0520,80.08,77.36,3,50000,0
STD-0521,76.44,89.84,2,0,0
STD-0522,100.0,65.43,2,0,0
STD-0523,69.71,68.94,1,0,0
STD-0524,86.13,84.74,1,0,0
STD-0525,79.59,100.0,1,10000,0
STD-0526,93.25,52.43,1,10000,0
STD-0527,61.11,47.94,1,20000,1
STD-0528,89.44,83.26,1,0,0
STD-0529,100.0,65.34,2,0,0
STD-0530,80.11,51.83,1,10000,0
STD-0531,69.27,100.0,2,0,0
STD-0532,90.07,61.73,3,30000,0
STD-0533,97.03,58.29,1,0,0
STD-0534,91.61,84.5,1,50000,0
STD-0535,73.86,51.82,1,30000,0
STD-0536,87.73,100.0,1,75000,0
STD-0537,100.0,67.57,2,0,0
STD-0538,86.97,86.53,3,0,0
STD-0539,71.72,89.93,1,50000,0
STD-0540,100.0,94.19,1,0,0
STD-0541,95.16,86.34,1,0,0
STD-0542,94.69,49.66,2,0,0
STD-0543,95.29,81.31,1,0,0
STD-0544,76.74,94.7,1,0,0
STD-0545,66.94,67.17,1,0,0
STD-0546,84.63,73.5,3,10000,0
STD-0547,92.54,70.98,2,20000,0
STD-0548,71.03,86.12,1,0,0
STD-0549,75.69,63.95,2,0,0
STD-0550,82.3,63.78,2,0,0
STD-0551,85.15,57.88,1,0,0
STD-0552,66.02,81.35,1,20000,0
STD-0553,91.13,100.0,1,75000,0
STD-0554,72.15,87.55,1,0,0
STD-0555,89.13,52.92,1,0,0
STD-0556,90.02,56.69,3,0,0
STD-0557,86.97,85.46,3,0,0
STD-0558,83.2,59.86,2,10000,0
STD-0559,78.2,95.07,1,50000,0
STD-0560,79.24,77.0,1,0,0
STD-0561,84.92,39.29,3,0,1
STD-0562,88.19,45.17,1,0,0
STD-0563,97.06,55.52,2,50000,0
STD-0564,86.27,71.0,2,0,0
STD-0565,80.67,80.78,3,10000,0
STD-0566,92.84,72.54,1,20000,0
STD-0567,94.25,98.83,1,0,0
STD-0568,82.48,100.0,3,10000,0
STD-0569,98.5,65.59,1,0,0
STD-0570,86.18,68.1,1,0,0
STD-0571,97.75,56.87,1,0,0
STD-0572,80.46,49.68,3,0,0
STD-0573,94.53,68.84,1,20000,0
STD-0574,100.0,53.51,1,0,0
STD-0575,66.27,74.54,1,10000,0
STD-0576,67.17,37.23,1,20000,1
STD-0577,80.37,75.31,1,30000,0
STD-0578,90.81,61.17,2,20000,0
STD-0579,93.49,58.71,1,0,0
STD-0580,88.72,67.74,3,50000,0
STD-0581,83.29,95.52,2,0,0
STD-0582,95.87,75.42,3,0,0
STD-0583,95.06,89.25,3,0,0
STD-0584,99.65,70.24,1,0,0
STD-0585,84.41,62.22,2,0,0
STD-0586,84.01,39.99,1,0,0
STD-0587,83.19,60.49,1,10000,0
STD-0588,73.61,90.89,1,0,0
STD-0589,84.25,64.72,3,0,0
STD-0590,78.25,69.56,1,0,0
STD-0591,100.0,82.98,1,20000,0
STD-0592,74.89,82.31,1,0,0
STD-0593,70.39,79.34,1,0,0
STD-0594,97.44,75.75,1,0,0
STD-0595,84.51,76.13,2,0,0
STD-0596,67.79,52.61,1,10000,0
STD-0597,68.68,88.34,1,0,0
STD-0598,73.57,80.39,1,0,0
STD-0599,74.83,44.82,1,20000,0
STD-0600,85.47,53.38,3,0,0
STD-0601,78.99,72.36,1,0,0
STD-0602,87.62,78.21,1,10000,0
STD-0603,90.42,84.74,1,0,0
STD-0604,79.98,59.83,2,0,0
STD-0605,77.57,58.29,2,0,0
STD-0606,84.3,90.76,1,0,0
STD-0607,85.13,81.19,1,10000,0
STD-0608,79.42,59.88,1,10000,0
STD-0609,88.9,90.41,3,10000,0
STD-0610,93.18,88.78,1,0,0
STD-0611,100.0,83.21,1,20000,0
STD-0612,76.18,74.29,3,0,0
STD-0613,80.77,78.79,1,10000,0
STD-0614,81.25,72.65,2,0,0
STD-0615,84.45,81.12,2,30000,0
STD-0616,89.26,65.48,1,0,0
STD-0617,93.07,78.8,1,0,0
STD-0618,81.06,100.0,1,0,0
STD-0619,84.03,48.36,3,0,0
STD-0620,72.88,71.07,1,10000,0
STD-0621,80.02,56.83,1,20000,0
STD-0622,65.05,70.69,1,10000,0
STD-0623,82.87,84.76,1,0,0
STD-0624,81.22,77.39,1,20000,0
STD-0625,68.54,78.13,1,0,0
STD-0626,70.55,78.51,1,0,0
STD-0627,100.0,70.23,3,0,0
STD-0628,78.67,59.46,3,0,0
STD-0629,83.15,88.0,2,0,0
STD-0630,93.94,81.98,3,0,0
STD-0631,75.23,91.41,2,30000,0
STD-0632,90.92,48.68,1,0,0
STD-0633,92.32,47.84,3,0,0
STD-0634,100.0,71.63,1,0,0
STD-0635,90.34,55.34,1,10000,0
STD-0636,70.92,71.27,1,0,0
STD-0637,88.68,44.34,3,10000,0
STD-0638,83.81,90.74,1,10000,0
STD-0639,81.25,78.6,1,75000,0
STD-0640,99.31,79.78,2,0,0
STD-0641,89.95,62.35,1,0,0
STD-0642,79.61,88.04,1,10000,0
STD-0643,94.8,62.62,1,75000,0
STD-0644,98.88,51.06,2,0,0
STD-0645,87.56,70.76,1,10000,0
STD-0646,93.56,66.44,2,10000,0
STD-0647,93.69,76.11,1,10000,0
STD-0648,97.77,75.69,1,20000,0
STD-0649,74.47,83.94,2,0,0
STD-0650,86.44,82.47,1,10000,0
STD-0651,93.12,80.79,1,0,0
STD-0652,85.63,73.03,3,10000,0
STD-0653,100.0,69.25,3,10000,0
STD-0654,77.79,55.83,1,10000,0
STD-0655,84.01,72.88,1,20000,0
STD-0656,78.18,67.84,1,10000,0
STD-0657,76.89,64.99,2,0,0
STD-0658,74.44,61.8,1,0,0
STD-0659,79.17,89.0,1,30000,0
STD-0660,99.55,93.71,1,0,0
STD-0661,88.92,65.88,1,10000,0
STD-0662,95.44,49.02,1,0,0
STD-0663,73.76,62.44,1,0,0
STD-0664,83.9,63.27,1,0,0
STD-0665,83.44,57.01,2,0,0
STD-0666,71.2,67.62,1,0,0
STD-0667,86.46,91.16,1,20000,0
STD-0668,86.23,78.36,1,10000,0
STD-0669,85.16,69.79,3,10000,0
STD-0670,100.0,95.52,1,20000,0
STD-0671,82.09,98.33,1,0,0
STD-0672,86.16,70.64,3,0,0
STD-0673,89.37,72.4,1,10000,0
STD-0674,60.84,83.51,3,0,0
STD-0675,74.54,88.23,1,10000,0
STD-0676,63.24,70.81,1,50000,0
STD-0677,72.85,61.5,1,0,0
STD-0678,87.89,75.99,1,0,0
STD-0679,91.02,47.44,1,0,0
STD-0680,88.05,66.07,3,0,0
STD-0681,100.0,61.73,1,0,0
STD-0682,97.67,54.78,1,0,0
STD-0683,89.99,71.46,1,0,0
